Id,Id2,Geography,Estimate,Error
8600000US94619,94619,ZCTA5 94619,23525,1270
8600000US94621,94621,ZCTA5 94621,31410,1404
8600000US94702,94702,ZCTA5 94702,16187,789
8600000US94703,94703,ZCTA5 94703,20758,903
8600000US94704,94704,ZCTA5 94704,24065,1076
8600000US94705,94705,ZCTA5 94705,12687,639
8600000US94706,94706,ZCTA5 94706,19469,164
8600000US94707,94707,ZCTA5 94707,12100,465
8600000US94708,94708,ZCTA5 94708,11289,438
8600000US94709,94709,ZCTA5 94709,12643,787
8600000US94710,94710,ZCTA5 94710,5897,399
8600000US94720,94720,ZCTA5 94720,2960,543
8600000US94801,94801,ZCTA5 94801,29277,1223
8600000US94803,94803,ZCTA5 94803,25641,1157
8600000US94804,94804,ZCTA5 94804,39635,1289
8600000US94805,94805,ZCTA5 94805,13242,1054
8600000US94806,94806,ZCTA5 94806,59976,1274
8600000US94850,94850,ZCTA5 94850,0,13
8600000US94901,94901,ZCTA5 94901,40663,890
8600000US94903,94903,ZCTA5 94903,29709,1019
8600000US94904,94904,ZCTA5 94904,12156,465
8600000US94920,94920,ZCTA5 94920,12490,408
8600000US94922,94922,ZCTA5 94922,270,192
8600000US94923,94923,ZCTA5 94923,970,258
8600000US94924,94924,ZCTA5 94924,1108,289
8600000US94925,94925,ZCTA5 94925,9267,44
8600000US94928,94928,ZCTA5 94928,42206,229
8600000US94929,94929,ZCTA5 94929,142,94
8600000US94930,94930,ZCTA5 94930,8287,200
8600000US94931,94931,ZCTA5 94931,8578,367
8600000US94933,94933,ZCTA5 94933,1190,330
8600000US94937,94937,ZCTA5 94937,1129,391
8600000US94938,94938,ZCTA5 94938,745,289
8600000US94939,94939,ZCTA5 94939,6779,320
8600000US94940,94940,ZCTA5 94940,215,90
8600000US94941,94941,ZCTA5 94941,31070,572
8600000US94945,94945,ZCTA5 94945,17496,892
8600000US94946,94946,ZCTA5 94946,532,115
8600000US94947,94947,ZCTA5 94947,24254,839
8600000US94949,94949,ZCTA5 94949,17000,872
8600000US94950,94950,ZCTA5 94950,53,45
8600000US94951,94951,ZCTA5 94951,4318,760
8600000US94952,94952,ZCTA5 94952,32925,761
8600000US94954,94954,ZCTA5 94954,37384,686
8600000US94956,94956,ZCTA5 94956,1718,469
8600000US94957,94957,ZCTA5 94957,1002,180
8600000US94960,94960,ZCTA5 94960,15749,377
8600000US94963,94963,ZCTA5 94963,539,189
8600000US94964,94964,ZCTA5 94964,5279,524
8600000US94965,94965,ZCTA5 94965,11029,446
8600000US94970,94970,ZCTA5 94970,525,167
8600000US94971,94971,ZCTA5 94971,483,222
8600000US94972,94972,ZCTA5 94972,35,51
8600000US94973,94973,ZCTA5 94973,1454,371
8600000US95002,95002,ZCTA5 95002,1906,277
8600000US95003,95003,ZCTA5 95003,23946,918
8600000US95004,95004,ZCTA5 95004,3795,653
8600000US95005,95005,ZCTA5 95005,5945,556
8600000US95006,95006,ZCTA5 95006,9543,684
8600000US95007,95007,ZCTA5 95007,602,315
8600000US95008,95008,ZCTA5 95008,44909,893
8600000US95010,95010,ZCTA5 95010,8980,441
8600000US95012,95012,ZCTA5 95012,10490,906
8600000US95013,95013,ZCTA5 95013,0,13
8600000US95014,95014,ZCTA5 95014,60690,449
8600000US95017,95017,ZCTA5 95017,698,180
8600000US95018,95018,ZCTA5 95018,8110,705
8600000US95019,95019,ZCTA5 95019,8157,1054
8600000US95020,95020,ZCTA5 95020,56865,960
8600000US95023,95023,ZCTA5 95023,49598,601
8600000US95030,95030,ZCTA5 95030,13534,638
8600000US95032,95032,ZCTA5 95032,25039,808
8600000US95033,95033,ZCTA5 95033,9540,595
8600000US95035,95035,ZCTA5 95035,67380,252
8600000US95037,95037,ZCTA5 95037,45924,947
8600000US95039,95039,ZCTA5 95039,1253,358
8600000US95041,95041,ZCTA5 95041,202,142
8600000US95043,95043,ZCTA5 95043,595,118
8600000US95045,95045,ZCTA5 95045,3644,573
8600000US95046,95046,ZCTA5 95046,6691,866
8600000US95050,95050,ZCTA5 95050,36587,1369
8600000US95051,95051,ZCTA5 95051,53394,1307
8600000US95053,95053,ZCTA5 95053,2312,503
8600000US95054,95054,ZCTA5 95054,23188,972
8600000US95060,95060,ZCTA5 95060,46821,1316
8600000US95062,95062,ZCTA5 95062,35827,1568
8600000US95064,95064,ZCTA5 95064,7090,504
8600000US95065,95065,ZCTA5 95065,8620,542
8600000US95066,95066,ZCTA5 95066,15038,569
8600000US95070,95070,ZCTA5 95070,30533,196
8600000US95073,95073,ZCTA5 95073,10235,645
8600000US95075,95075,ZCTA5 95075,264,83
8600000US95076,95076,ZCTA5 95076,81736,1695
8600000US95110,95110,ZCTA5 95110,18179,1013
8600000US95111,95111,ZCTA5 95111,57125,1697
8600000US95112,95112,ZCTA5 95112,53268,2073
8600000US95113,95113,ZCTA5 95113,702,178
8600000US95116,95116,ZCTA5 95116,49728,1523
8600000US95117,95117,ZCTA5 95117,30980,1267
8600000US95118,95118,ZCTA5 95118,31312,926
8600000US95119,95119,ZCTA5 95119,9466,672
8600000US95120,95120,ZCTA5 95120,38351,963
8600000US95121,95121,ZCTA5 95121,37135,1359
8600000US95122,95122,ZCTA5 95122,54873,1730
8600000US95123,95123,ZCTA5 95123,63495,1488
8600000US95124,95124,ZCTA5 95124,47854,1381
8600000US95125,95125,ZCTA5 95125,52805,1355
8600000US95126,95126,ZCTA5 95126,31965,1254
8600000US95127,95127,ZCTA5 95127,64392,2096
8600000US95128,95128,ZCTA5 95128,36020,1332
8600000US95129,95129,ZCTA5 95129,39436,1010
8600000US95130,95130,ZCTA5 95130,14529,672
8600000US95131,95131,ZCTA5 95131,28990,1200
8600000US95132,95132,ZCTA5 95132,40882,1256
8600000US95133,95133,ZCTA5 95133,26189,1098
8600000US95134,95134,ZCTA5 95134,15316,786
8600000US95135,95135,ZCTA5 95135,21159,632
8600000US95136,95136,ZCTA5 95136,42565,1208
8600000US95138,95138,ZCTA5 95138,19104,935
8600000US95139,95139,ZCTA5 95139,6690,473
8600000US95140,95140,ZCTA5 95140,321,255
8600000US95148,95148,ZCTA5 95148,45677,1252
8600000US95202,95202,ZCTA5 95202,5808,648
8600000US95203,95203,ZCTA5 95203,15431,985
8600000US95204,95204,ZCTA5 95204,29200,1259
8600000US95205,95205,ZCTA5 95205,36300,1740
8600000US95206,95206,ZCTA5 95206,63820,1920
8600000US95207,95207,ZCTA5 95207,47604,1464
8600000US95209,95209,ZCTA5 95209,41153,1517
8600000US95210,95210,ZCTA5 95210,40502,1298
8600000US95211,95211,ZCTA5 95211,1919,337
8600000US95212,95212,ZCTA5 95212,25219,1535
8600000US95215,95215,ZCTA5 95215,23902,1222
8600000US95219,95219,ZCTA5 95219,27913,1151
8600000US95220,95220,ZCTA5 95220,6819,788
8600000US95222,95222,ZCTA5 95222,5062,399
8600000US95223,95223,ZCTA5 95223,3156,517
8600000US95224,95224,ZCTA5 95224,291,176
8600000US95225,95225,ZCTA5 95225,506,288
8600000US95226,95226,ZCTA5 95226,274,432
8600000US95227,95227,ZCTA5 95227,892,311
8600000US95228,95228,ZCTA5 95228,4365,630
8600000US95230,95230,ZCTA5 95230,833,412
8600000US95231,95231,ZCTA5 95231,5205,789
8600000US95232,95232,ZCTA5 95232,396,243
8600000US95233,95233,ZCTA5 95233,419,265
8600000US95234,95234,ZCTA5 95234,180,78
8600000US95236,95236,ZCTA5 95236,3752,622
8600000US95237,95237,ZCTA5 95237,3431,476
8600000US95240,95240,ZCTA5 95240,46811,1230
8600000US95242,95242,ZCTA5 95242,25351,1166
8600000US95245,95245,ZCTA5 95245,2217,448
8600000US95246,95246,ZCTA5 95246,1119,311
8600000US95247,95247,ZCTA5 95247,4518,621
8600000US95248,95248,ZCTA5 95248,205,131
8600000US95249,95249,ZCTA5 95249,3817,546
8600000US95250,95250,ZCTA5 95250,33,53
8600000US95251,95251,ZCTA5 95251,819,377
8600000US95252,95252,ZCTA5 95252,15050,733
8600000US95254,95254,ZCTA5 95254,511,363
8600000US95255,95255,ZCTA5 95255,2380,376
8600000US95257,95257,ZCTA5 95257,425,194
8600000US95258,95258,ZCTA5 95258,3799,615
8600000US95301,95301,ZCTA5 95301,36542,819
8600000US95303,95303,ZCTA5 95303,949,276
8600000US95304,95304,ZCTA5 95304,17586,1080
8600000US95305,95305,ZCTA5 95305,85,113
8600000US95306,95306,ZCTA5 95306,872,247
8600000US95307,95307,ZCTA5 95307,43596,1057
8600000US95310,95310,ZCTA5 95310,1820,354
8600000US95311,95311,ZCTA5 95311,2119,397
8600000US95312,95312,ZCTA5 95312,357,180
8600000US95313,95313,ZCTA5 95313,1472,671
8600000US95314,95314,ZCTA5 95314,0,13
8600000US95315,95315,ZCTA5 95315,12916,844
8600000US95316,95316,ZCTA5 95316,6619,805
8600000US95317,95317,ZCTA5 95317,942,264
8600000US95318,95318,ZCTA5 95318,471,243
8600000US95319,95319,ZCTA5 95319,1191,359
8600000US95320,95320,ZCTA5 95320,12947,831
8600000US95321,95321,ZCTA5 95321,3506,352
8600000US95322,95322,ZCTA5 95322,9646,937
8600000US95323,95323,ZCTA5 95323,1131,210
8600000US95324,95324,ZCTA5 95324,6886,628
8600000US95325,95325,ZCTA5 95325,61,87
8600000US95326,95326,ZCTA5 95326,8884,523
8600000US95327,95327,ZCTA5 95327,9776,761
8600000US95328,95328,ZCTA5 95328,4325,543
8600000US95329,95329,ZCTA5 95329,2744,394
8600000US95330,95330,ZCTA5 95330,16278,305
8600000US95333,95333,ZCTA5 95333,2896,325
8600000US95334,95334,ZCTA5 95334,15747,406
8600000US95335,95335,ZCTA5 95335,707,406
8600000US95336,95336,ZCTA5 95336,43753,1176
8600000US95337,95337,ZCTA5 95337,30987,1143
8600000US95338,95338,ZCTA5 95338,11834,610
8600000US95340,95340,ZCTA5 95340,31624,1338
8600000US95341,95341,ZCTA5 95341,33934,1364
8600000US95345,95345,ZCTA5 95345,264,133
8600000US95346,95346,ZCTA5 95346,970,380
8600000US95348,95348,ZCTA5 95348,31570,1561
8600000US95350,95350,ZCTA5 95350,50159,1486
8600000US95351,95351,ZCTA5 95351,46681,1712
8600000US95354,95354,ZCTA5 95354,24364,1198
8600000US95355,95355,ZCTA5 95355,59392,1665
8600000US95356,95356,ZCTA5 95356,31539,1349
8600000US95357,95357,ZCTA5 95357,11099,894
8600000US95358,95358,ZCTA5 95358,31592,1614
8600000US95360,95360,ZCTA5 95360,11583,515
8600000US95361,95361,ZCTA5 95361,32440,928
8600000US95363,95363,ZCTA5 95363,25603,718
8600000US95364,95364,ZCTA5 95364,0,13
8600000US95365,95365,ZCTA5 95365,5300,528
8600000US95366,95366,ZCTA5 95366,16603,538
8600000US95367,95367,ZCTA5 95367,23076,161
8600000US95368,95368,ZCTA5 95368,14319,906
8600000US95369,95369,ZCTA5 95369,1161,314
8600000US95370,95370,ZCTA5 95370,27551,1064
8600000US95372,95372,ZCTA5 95372,1549,382
8600000US95374,95374,ZCTA5 95374,1813,449
8600000US95375,95375,ZCTA5 95375,179,200
8600000US95376,95376,ZCTA5 95376,49357,1485
8600000US95377,95377,ZCTA5 95377,30326,1438
8600000US95379,95379,ZCTA5 95379,3716,580
8600000US95380,95380,ZCTA5 95380,39704,1225
8600000US95382,95382,ZCTA5 95382,37570,1065
8600000US95383,95383,ZCTA5 95383,3774,617
8600000US95385,95385,ZCTA5 95385,403,212
8600000US95386,95386,ZCTA5 95386,9816,310
8600000US95387,95387,ZCTA5 95387,850,392
8600000US95388,95388,ZCTA5 95388,14001,914
8600000US95389,95389,ZCTA5 95389,1234,453
8600000US95391,95391,ZCTA5 95391,10276,1290
8600000US95401,95401,ZCTA5 95401,35882,1279
8600000US95403,95403,ZCTA5 95403,46070,1223
8600000US95404,95404,ZCTA5 95404,38817,1430
8600000US95405,95405,ZCTA5 95405,20927,871
8600000US95407,95407,ZCTA5 95407,40068,1374
8600000US95409,95409,ZCTA5 95409,26549,1113
8600000US95410,95410,ZCTA5 95410,948,226
8600000US95412,95412,ZCTA5 95412,298,120
8600000US95415,95415,ZCTA5 95415,1631,328
8600000US95417,95417,ZCTA5 95417,218,105
8600000US95420,95420,ZCTA5 95420,591,254
8600000US95421,95421,ZCTA5 95421,1400,156
8600000US95422,95422,ZCTA5 95422,15379,136
8600000US95423,95423,ZCTA5 95423,3147,536
8600000US95425,95425,ZCTA5 95425,10555,469
8600000US95426,95426,ZCTA5 95426,2344,538
8600000US95427,95427,ZCTA5 95427,278,89
8600000US95428,95428,ZCTA5 95428,2528,344
8600000US95429,95429,ZCTA5 95429,114,55
8600000US95430,95430,ZCTA5 95430,0,13
8600000US95431,95431,ZCTA5 95431,538,572
8600000US95432,95432,ZCTA5 95432,514,252
8600000US95435,95435,ZCTA5 95435,166,264
8600000US95436,95436,ZCTA5 95436,5355,561
8600000US95437,95437,ZCTA5 95437,14193,572
8600000US95439,95439,ZCTA5 95439,727,328
8600000US95441,95441,ZCTA5 95441,2301,372
8600000US95442,95442,ZCTA5 95442,3575,416
8600000US95443,95443,ZCTA5 95443,251,241
8600000US95444,95444,ZCTA5 95444,903,238
8600000US95445,95445,ZCTA5 95445,1758,338
8600000US95446,95446,ZCTA5 95446,4788,641
8600000US95448,95448,ZCTA5 95448,16645,573
8600000US95449,95449,ZCTA5 95449,1518,304
8600000US95450,95450,ZCTA5 95450,191,75
8600000US95451,95451,ZCTA5 95451,11565,869
8600000US95452,95452,ZCTA5 95452,1070,331
8600000US95453,95453,ZCTA5 95453,11054,648
8600000US95454,95454,ZCTA5 95454,2226,332
8600000US95456,95456,ZCTA5 95456,943,424
8600000US95457,95457,ZCTA5 95457,3369,550
8600000US95458,95458,ZCTA5 95458,3049,552
8600000US95459,95459,ZCTA5 95459,605,145
8600000US95460,95460,ZCTA5 95460,2406,444
8600000US95461,95461,ZCTA5 95461,3811,784
8600000US95462,95462,ZCTA5 95462,1377,289
8600000US95463,95463,ZCTA5 95463,0,13
8600000US95464,95464,ZCTA5 95464,2132,440
8600000US95465,95465,ZCTA5 95465,2235,413
8600000US95466,95466,ZCTA5 95466,956,380
8600000US95467,95467,ZCTA5 95467,5679,934
8600000US95468,95468,ZCTA5 95468,1222,259
8600000US95469,95469,ZCTA5 95469,1915,299
8600000US95470,95470,ZCTA5 95470,6070,638
8600000US95471,95471,ZCTA5 95471,425,289
8600000US95472,95472,ZCTA5 95472,29118,1241
8600000US95476,95476,ZCTA5 95476,37602,1203
8600000US95482,95482,ZCTA5 95482,33163,921
8600000US95485,95485,ZCTA5 95485,2115,380
8600000US95486,95486,ZCTA5 95486,17,26
8600000US95488,95488,ZCTA5 95488,254,94
8600000US95490,95490,ZCTA5 95490,12602,719
8600000US95492,95492,ZCTA5 95492,28844,610
8600000US95493,95493,ZCTA5 95493,274,130
8600000US95494,95494,ZCTA5 95494,153,163
8600000US95497,95497,ZCTA5 95497,762,172
8600000US95501,95501,ZCTA5 95501,23800,689
8600000US95503,95503,ZCTA5 95503,24717,934
8600000US95511,95511,ZCTA5 95511,430,205
8600000US95514,95514,ZCTA5 95514,187,150
8600000US95519,95519,ZCTA5 95519,19135,889
8600000US95521,95521,ZCTA5 95521,20108,499
8600000US95524,95524,ZCTA5 95524,2133,368
8600000US95525,95525,ZCTA5 95525,1768,247
8600000US95526,95526,ZCTA5 95526,410,248
8600000US95527,95527,ZCTA5 95527,562,151
8600000US95528,95528,ZCTA5 95528,1079,235
8600000US95531,95531,ZCTA5 95531,24301,438
8600000US95536,95536,ZCTA5 95536,3065,332
8600000US95537,95537,ZCTA5 95537,120,127
8600000US95540,95540,ZCTA5 95540,13159,297
8600000US95542,95542,ZCTA5 95542,2259,477
8600000US95543,95543,ZCTA5 95543,628,233
8600000US95545,95545,ZCTA5 95545,61,57
8600000US95546,95546,ZCTA5 95546,3424,404
8600000US95547,95547,ZCTA5 95547,1244,232
8600000US95548,95548,ZCTA5 95548,1658,391
8600000US95549,95549,ZCTA5 95549,813,190
8600000US95550,95550,ZCTA5 95550,226,122
8600000US95551,95551,ZCTA5 95551,2009,467
8600000US95552,95552,ZCTA5 95552,425,129
8600000US95553,95553,ZCTA5 95553,1073,418
8600000US95554,95554,ZCTA5 95554,476,211
8600000US95555,95555,ZCTA5 95555,335,103
8600000US95556,95556,ZCTA5 95556,649,317
8600000US95558,95558,ZCTA5 95558,312,123
8600000US95559,95559,ZCTA5 95559,164,134
8600000US95560,95560,ZCTA5 95560,1098,357
8600000US95562,95562,ZCTA5 95562,3388,41
8600000US95563,95563,ZCTA5 95563,585,171
8600000US95564,95564,ZCTA5 95564,521,190
8600000US95565,95565,ZCTA5 95565,1038,229
8600000US95567,95567,ZCTA5 95567,1909,338
8600000US95568,95568,ZCTA5 95568,128,53
8600000US95569,95569,ZCTA5 95569,319,99
8600000US95570,95570,ZCTA5 95570,2103,191
8600000US95571,95571,ZCTA5 95571,59,74
8600000US95573,95573,ZCTA5 95573,1507,377
8600000US95585,95585,ZCTA5 95585,440,223
8600000US95587,95587,ZCTA5 95587,117,103
8600000US95589,95589,ZCTA5 95589,1127,379
8600000US95595,95595,ZCTA5 95595,176,71
8600000US95601,95601,ZCTA5 95601,183,108
8600000US95602,95602,ZCTA5 95602,17687,994
8600000US95603,95603,ZCTA5 95603,28113,1020
8600000US95604,95604,ZCTA5 95604,0,13
8600000US95605,95605,ZCTA5 95605,13706,925
8600000US95606,95606,ZCTA5 95606,114,96
8600000US95607,95607,ZCTA5 95607,331,167
8600000US95608,95608,ZCTA5 95608,60288,1612
8600000US95610,95610,ZCTA5 95610,43805,1004
8600000US95612,95612,ZCTA5 95612,1056,207
8600000US95614,95614,ZCTA5 95614,3972,441
8600000US95615,95615,ZCTA5 95615,1025,382
8600000US95616,95616,ZCTA5 95616,49138,1034
8600000US95618,95618,ZCTA5 95618,26397,928
8600000US95619,95619,ZCTA5 95619,5220,730
8600000US95620,95620,ZCTA5 95620,20638,505
8600000US95621,95621,ZCTA5 95621,40829,1044
8600000US95623,95623,ZCTA5 95623,3934,485
8600000US95624,95624,ZCTA5 95624,59573,1262
8600000US95625,95625,ZCTA5 95625,192,240
8600000US95626,95626,ZCTA5 95626,6050,639
8600000US95627,95627,ZCTA5 95627,3270,482
8600000US95628,95628,ZCTA5 95628,39863,1050
8600000US95629,95629,ZCTA5 95629,907,310
8600000US95630,95630,ZCTA5 95630,71676,117
8600000US95631,95631,ZCTA5 95631,5624,563
8600000US95632,95632,ZCTA5 95632,29793,759
8600000US95633,95633,ZCTA5 95633,3442,578
8600000US95634,95634,ZCTA5 95634,3239,628
8600000US95635,95635,ZCTA5 95635,1109,334
8600000US95636,95636,ZCTA5 95636,878,429
8600000US95637,95637,ZCTA5 95637,605,398
8600000US95638,95638,ZCTA5 95638,2213,445
8600000US95639,95639,ZCTA5 95639,244,131
8600000US95640,95640,ZCTA5 95640,11024,432
8600000US95641,95641,ZCTA5 95641,1704,334
8600000US95642,95642,ZCTA5 95642,6736,477
8600000US95645,95645,ZCTA5 95645,1716,344
8600000US95646,95646,ZCTA5 95646,105,79
8600000US95648,95648,ZCTA5 95648,46870,762
8600000US95650,95650,ZCTA5 95650,11504,608
8600000US95651,95651,ZCTA5 95651,511,237
8600000US95652,95652,ZCTA5 95652,776,294
8600000US95653,95653,ZCTA5 95653,444,191
8600000US95655,95655,ZCTA5 95655,4687,517
8600000US95658,95658,ZCTA5 95658,6664,497
8600000US95659,95659,ZCTA5 95659,679,156
8600000US95660,95660,ZCTA5 95660,31443,1534
8600000US95661,95661,ZCTA5 95661,30373,958
8600000US95662,95662,ZCTA5 95662,31672,995
8600000US95663,95663,ZCTA5 95663,2749,677
8600000US95664,95664,ZCTA5 95664,1169,237
8600000US95665,95665,ZCTA5 95665,4392,526
8600000US95666,95666,ZCTA5 95666,5504,577
8600000US95667,95667,ZCTA5 95667,36175,1325
8600000US95668,95668,ZCTA5 95668,908,188
8600000US95669,95669,ZCTA5 95669,2682,314
8600000US95670,95670,ZCTA5 95670,53678,782
8600000US95672,95672,ZCTA5 95672,5390,777
8600000US95673,95673,ZCTA5 95673,14641,1153
8600000US95674,95674,ZCTA5 95674,803,115
8600000US95675,95675,ZCTA5 95675,627,324
8600000US95677,95677,ZCTA5 95677,22928,772
8600000US95678,95678,ZCTA5 95678,42135,1313
8600000US95679,95679,ZCTA5 95679,35,35
8600000US95680,95680,ZCTA5 95680,152,249
8600000US95681,95681,ZCTA5 95681,1317,412
8600000US95682,95682,ZCTA5 95682,29269,1182
8600000US95683,95683,ZCTA5 95683,6651,478
8600000US95684,95684,ZCTA5 95684,2905,610
8600000US95685,95685,ZCTA5 95685,4405,504
8600000US95686,95686,ZCTA5 95686,1014,239
8600000US95687,95687,ZCTA5 95687,65634,1060
8600000US95688,95688,ZCTA5 95688,34385,1286
8600000US95689,95689,ZCTA5 95689,1130,322
8600000US95690,95690,ZCTA5 95690,2010,449
8600000US95691,95691,ZCTA5 95691,34676,938
8600000US95692,95692,ZCTA5 95692,4968,331
8600000US95693,95693,ZCTA5 95693,5616,606
8600000US95694,95694,ZCTA5 95694,9739,566
8600000US95695,95695,ZCTA5 95695,37556,1124
8600000US95697,95697,ZCTA5 95697,455,181
8600000US95698,95698,ZCTA5 95698,263,183
8600000US95699,95699,ZCTA5 95699,163,156
8600000US95701,95701,ZCTA5 95701,760,169
8600000US95703,95703,ZCTA5 95703,1082,241
8600000US95709,95709,ZCTA5 95709,4905,567
8600000US95713,95713,ZCTA5 95713,9428,674
8600000US95714,95714,ZCTA5 95714,335,102
8600000US95715,95715,ZCTA5 95715,67,61
8600000US95717,95717,ZCTA5 95717,234,101
8600000US95720,95720,ZCTA5 95720,93,37
8600000US95721,95721,ZCTA5 95721,13,22
8600000US95722,95722,ZCTA5 95722,4417,444
8600000US95724,95724,ZCTA5 95724,0,13
8600000US95726,95726,ZCTA5 95726,8769,842
8600000US95728,95728,ZCTA5 95728,352,218
8600000US95735,95735,ZCTA5 95735,29,16
8600000US95736,95736,ZCTA5 95736,264,164
8600000US95742,95742,ZCTA5 95742,8141,594
8600000US95746,95746,ZCTA5 95746,23441,856
8600000US95747,95747,ZCTA5 95747,51513,1276
8600000US95757,95757,ZCTA5 95757,41246,1776
8600000US95758,95758,ZCTA5 95758,61247,1280
8600000US95762,95762,ZCTA5 95762,39749,1124
8600000US95765,95765,ZCTA5 95765,34508,786
8600000US95776,95776,ZCTA5 95776,21962,1025
8600000US95811,95811,ZCTA5 95811,7309,646
8600000US95814,95814,ZCTA5 95814,9242,598
8600000US95815,95815,ZCTA5 95815,25406,1382
8600000US95816,95816,ZCTA5 95816,16133,763
8600000US95817,95817,ZCTA5 95817,13978,889
8600000US95818,95818,ZCTA5 95818,19866,659
8600000US95819,95819,ZCTA5 95819,16805,819
8600000US95820,95820,ZCTA5 95820,33412,1334
8600000US95821,95821,ZCTA5 95821,32558,1401
8600000US95822,95822,ZCTA5 95822,42185,1486
8600000US95823,95823,ZCTA5 95823,73832,2341
8600000US95824,95824,ZCTA5 95824,30973,1466
8600000US95825,95825,ZCTA5 95825,31870,1194
8600000US95826,95826,ZCTA5 95826,37064,1116
8600000US95827,95827,ZCTA5 95827,20095,836
8600000US95828,95828,ZCTA5 95828,59266,1744
8600000US95829,95829,ZCTA5 95829,26010,1123
8600000US95830,95830,ZCTA5 95830,787,347
8600000US95831,95831,ZCTA5 95831,42052,1177
8600000US95832,95832,ZCTA5 95832,12507,1017
8600000US95833,95833,ZCTA5 95833,37746,1314
8600000US95834,95834,ZCTA5 95834,24063,1241
8600000US95835,95835,ZCTA5 95835,38729,1573
8600000US95837,95837,ZCTA5 95837,289,123
8600000US95838,95838,ZCTA5 95838,35849,1410
8600000US95841,95841,ZCTA5 95841,18216,1046
8600000US95842,95842,ZCTA5 95842,31965,1303
8600000US95843,95843,ZCTA5 95843,46143,1348
8600000US95864,95864,ZCTA5 95864,21538,890
8600000US95901,95901,ZCTA5 95901,32278,954
8600000US95903,95903,ZCTA5 95903,2039,371
8600000US95910,95910,ZCTA5 95910,83,52
8600000US95912,95912,ZCTA5 95912,4799,416
8600000US95914,95914,ZCTA5 95914,739,223
8600000US95915,95915,ZCTA5 95915,59,60
8600000US95916,95916,ZCTA5 95916,1210,215
8600000US95917,95917,ZCTA5 95917,3073,356
8600000US95918,95918,ZCTA5 95918,1740,372
8600000US95919,95919,ZCTA5 95919,1595,421
8600000US95920,95920,ZCTA5 95920,381,211
8600000US95922,95922,ZCTA5 95922,560,125
8600000US95923,95923,ZCTA5 95923,25,28
8600000US95925,95925,ZCTA5 95925,305,267
8600000US95926,95926,ZCTA5 95926,37613,1198
8600000US95928,95928,ZCTA5 95928,36517,1094
8600000US95930,95930,ZCTA5 95930,0,13
8600000US95932,95932,ZCTA5 95932,7795,272
8600000US95934,95934,ZCTA5 95934,305,213
8600000US95935,95935,ZCTA5 95935,322,213
8600000US95936,95936,ZCTA5 95936,326,173
8600000US95937,95937,ZCTA5 95937,1160,409
8600000US95938,95938,ZCTA5 95938,4000,595
8600000US95939,95939,ZCTA5 95939,474,105
8600000US95941,95941,ZCTA5 95941,410,286
8600000US95942,95942,ZCTA5 95942,1398,421
8600000US95943,95943,ZCTA5 95943,889,184
8600000US95944,95944,ZCTA5 95944,67,72
8600000US95945,95945,ZCTA5 95945,24235,740
8600000US95946,95946,ZCTA5 95946,10155,703
8600000US95947,95947,ZCTA5 95947,1698,238
8600000US95948,95948,ZCTA5 95948,10501,394
8600000US95949,95949,ZCTA5 95949,20810,775
8600000US95950,95950,ZCTA5 95950,839,393
8600000US95951,95951,ZCTA5 95951,2654,292
8600000US95953,95953,ZCTA5 95953,10447,376
8600000US95954,95954,ZCTA5 95954,12336,730
8600000US95955,95955,ZCTA5 95955,1189,229
8600000US95956,95956,ZCTA5 95956,421,158
8600000US95957,95957,ZCTA5 95957,950,148
8600000US95959,95959,ZCTA5 95959,17697,980
8600000US95960,95960,ZCTA5 95960,929,265
8600000US95961,95961,ZCTA5 95961,26300,1006
8600000US95962,95962,ZCTA5 95962,1282,395
8600000US95963,95963,ZCTA5 95963,15302,422
8600000US95965,95965,ZCTA5 95965,20709,978
8600000US95966,95966,ZCTA5 95966,30909,975
8600000US95968,95968,ZCTA5 95968,1534,314
8600000US95969,95969,ZCTA5 95969,27385,255
8600000US95970,95970,ZCTA5 95970,402,110
8600000US95971,95971,ZCTA5 95971,5789,469
8600000US95973,95973,ZCTA5 95973,32008,1282
8600000US95974,95974,ZCTA5 95974,0,13
8600000US95975,95975,ZCTA5 95975,1914,415
8600000US95977,95977,ZCTA5 95977,1394,391
8600000US95978,95978,ZCTA5 95978,27,46
8600000US95979,95979,ZCTA5 95979,475,69
8600000US95981,95981,ZCTA5 95981,180,155
8600000US95982,95982,ZCTA5 95982,3082,301
8600000US95983,95983,ZCTA5 95983,693,286
8600000US95984,95984,ZCTA5 95984,80,71
8600000US95986,95986,ZCTA5 95986,19,31
8600000US95987,95987,ZCTA5 95987,6059,242
8600000US95988,95988,ZCTA5 95988,8789,346
8600000US95991,95991,ZCTA5 95991,40172,823
8600000US95993,95993,ZCTA5 95993,36715,861
8600000US96001,96001,ZCTA5 96001,33805,1133
8600000US96002,96002,ZCTA5 96002,33360,1169
8600000US96003,96003,ZCTA5 96003,45295,1284
8600000US96006,96006,ZCTA5 96006,582,192
8600000US96007,96007,ZCTA5 96007,22304,823
8600000US96008,96008,ZCTA5 96008,1196,349
8600000US96009,96009,ZCTA5 96009,552,164
8600000US96010,96010,ZCTA5 96010,209,92
8600000US96011,96011,ZCTA5 96011,116,62
8600000US96013,96013,ZCTA5 96013,3358,531
8600000US96014,96014,ZCTA5 96014,251,144
8600000US96015,96015,ZCTA5 96015,645,200
8600000US96016,96016,ZCTA5 96016,530,319
8600000US96017,96017,ZCTA5 96017,232,101
