Id,Id2,Geography,Estimate,Error
8600000US92544,92544,ZCTA5 92544,45080,1647
8600000US92545,92545,ZCTA5 92545,38642,1477
8600000US92548,92548,ZCTA5 92548,6849,915
8600000US92549,92549,ZCTA5 92549,1993,363
8600000US92551,92551,ZCTA5 92551,29230,1550
8600000US92553,92553,ZCTA5 92553,75136,1847
8600000US92555,92555,ZCTA5 92555,38751,1397
8600000US92557,92557,ZCTA5 92557,51001,1630
8600000US92561,92561,ZCTA5 92561,1332,391
8600000US92562,92562,ZCTA5 92562,61376,1561
8600000US92563,92563,ZCTA5 92563,53655,1689
8600000US92567,92567,ZCTA5 92567,8634,780
8600000US92570,92570,ZCTA5 92570,53722,2220
8600000US92571,92571,ZCTA5 92571,51614,1477
8600000US92582,92582,ZCTA5 92582,16166,974
8600000US92583,92583,ZCTA5 92583,29431,1074
8600000US92584,92584,ZCTA5 92584,43203,1825
8600000US92585,92585,ZCTA5 92585,18071,1129
8600000US92586,92586,ZCTA5 92586,19556,1113
8600000US92587,92587,ZCTA5 92587,16169,603
8600000US92590,92590,ZCTA5 92590,3676,509
8600000US92591,92591,ZCTA5 92591,38723,1167
8600000US92592,92592,ZCTA5 92592,70726,1445
8600000US92595,92595,ZCTA5 92595,30209,485
8600000US92596,92596,ZCTA5 92596,23815,1868
8600000US92602,92602,ZCTA5 92602,22051,1334
8600000US92603,92603,ZCTA5 92603,19215,901
8600000US92604,92604,ZCTA5 92604,27453,772
8600000US92606,92606,ZCTA5 92606,21252,939
8600000US92610,92610,ZCTA5 92610,11555,518
8600000US92612,92612,ZCTA5 92612,26386,1122
8600000US92614,92614,ZCTA5 92614,24538,954
8600000US92617,92617,ZCTA5 92617,16855,1169
8600000US92618,92618,ZCTA5 92618,16614,904
8600000US92620,92620,ZCTA5 92620,39927,1728
8600000US92624,92624,ZCTA5 92624,7237,570
8600000US92625,92625,ZCTA5 92625,12442,740
8600000US92626,92626,ZCTA5 92626,50759,1310
8600000US92627,92627,ZCTA5 92627,60167,1323
8600000US92629,92629,ZCTA5 92629,26182,556
8600000US92630,92630,ZCTA5 92630,59083,616
8600000US92637,92637,ZCTA5 92637,16325,96
8600000US92646,92646,ZCTA5 92646,55367,1036
8600000US92647,92647,ZCTA5 92647,57117,1049
8600000US92648,92648,ZCTA5 92648,45360,949
8600000US92649,92649,ZCTA5 92649,32694,920
8600000US92651,92651,ZCTA5 92651,23636,267
8600000US92653,92653,ZCTA5 92653,29473,535
8600000US92655,92655,ZCTA5 92655,8544,903
8600000US92656,92656,ZCTA5 92656,49067,542
8600000US92657,92657,ZCTA5 92657,10136,684
8600000US92660,92660,ZCTA5 92660,33671,1026
8600000US92661,92661,ZCTA5 92661,3931,497
8600000US92662,92662,ZCTA5 92662,2931,364
8600000US92663,92663,ZCTA5 92663,22163,944
8600000US92672,92672,ZCTA5 92672,34445,786
8600000US92673,92673,ZCTA5 92673,28819,808
8600000US92675,92675,ZCTA5 92675,34829,83
8600000US92676,92676,ZCTA5 92676,2254,346
8600000US92677,92677,ZCTA5 92677,63446,162
8600000US92678,92678,ZCTA5 92678,514,199
8600000US92679,92679,ZCTA5 92679,33034,932
8600000US92683,92683,ZCTA5 92683,90074,161
8600000US92688,92688,ZCTA5 92688,44302,725
8600000US92691,92691,ZCTA5 92691,47295,1075
8600000US92692,92692,ZCTA5 92692,47672,1027
8600000US92694,92694,ZCTA5 92694,21448,826
8600000US92701,92701,ZCTA5 92701,53979,2065
8600000US92703,92703,ZCTA5 92703,68926,2357
8600000US92704,92704,ZCTA5 92704,86136,2544
8600000US92705,92705,ZCTA5 92705,44945,1535
8600000US92706,92706,ZCTA5 92706,36660,1722
8600000US92707,92707,ZCTA5 92707,60495,2214
8600000US92708,92708,ZCTA5 92708,55914,387
8600000US92780,92780,ZCTA5 92780,58181,1068
8600000US92782,92782,ZCTA5 92782,22588,1057
8600000US92801,92801,ZCTA5 92801,61627,1822
8600000US92802,92802,ZCTA5 92802,42032,1527
8600000US92804,92804,ZCTA5 92804,85174,1951
8600000US92805,92805,ZCTA5 92805,72033,2348
8600000US92806,92806,ZCTA5 92806,38300,1492
8600000US92807,92807,ZCTA5 92807,35738,1116
8600000US92808,92808,ZCTA5 92808,20384,775
8600000US92821,92821,ZCTA5 92821,36275,403
8600000US92823,92823,ZCTA5 92823,3048,400
8600000US92831,92831,ZCTA5 92831,34693,1028
8600000US92832,92832,ZCTA5 92832,24694,1189
8600000US92833,92833,ZCTA5 92833,52609,1181
8600000US92835,92835,ZCTA5 92835,23055,1145
8600000US92840,92840,ZCTA5 92840,53943,1581
8600000US92841,92841,ZCTA5 92841,31890,1202
8600000US92843,92843,ZCTA5 92843,45341,1475
8600000US92844,92844,ZCTA5 92844,24523,1172
8600000US92845,92845,ZCTA5 92845,16774,592
8600000US92860,92860,ZCTA5 92860,27235,142
8600000US92861,92861,ZCTA5 92861,5809,56
8600000US92865,92865,ZCTA5 92865,19358,999
8600000US92866,92866,ZCTA5 92866,15017,918
8600000US92867,92867,ZCTA5 92867,43557,1240
8600000US92868,92868,ZCTA5 92868,26279,1225
8600000US92869,92869,ZCTA5 92869,39167,1060
8600000US92870,92870,ZCTA5 92870,52510,521
8600000US92879,92879,ZCTA5 92879,46912,1487
8600000US92880,92880,ZCTA5 92880,65093,2578
8600000US92881,92881,ZCTA5 92881,30846,1339
8600000US92882,92882,ZCTA5 92882,68715,1584
8600000US92883,92883,ZCTA5 92883,29549,1196
8600000US92886,92886,ZCTA5 92886,46907,736
8600000US92887,92887,ZCTA5 92887,19654,642
8600000US93001,93001,ZCTA5 93001,32464,991
8600000US93003,93003,ZCTA5 93003,50113,938
8600000US93004,93004,ZCTA5 93004,29698,864
8600000US93010,93010,ZCTA5 93010,43358,865
8600000US93012,93012,ZCTA5 93012,34339,940
8600000US93013,93013,ZCTA5 93013,15867,445
8600000US93015,93015,ZCTA5 93015,17484,635
8600000US93021,93021,ZCTA5 93021,35720,336
8600000US93022,93022,ZCTA5 93022,6698,625
8600000US93023,93023,ZCTA5 93023,20601,716
8600000US93030,93030,ZCTA5 93030,59298,1995
8600000US93033,93033,ZCTA5 93033,80492,1634
8600000US93035,93035,ZCTA5 93035,27767,1341
8600000US93036,93036,ZCTA5 93036,42133,1762
8600000US93040,93040,ZCTA5 93040,1699,317
8600000US93041,93041,ZCTA5 93041,24075,314
8600000US93042,93042,ZCTA5 93042,47,22
8600000US93043,93043,ZCTA5 93043,0,13
8600000US93060,93060,ZCTA5 93060,33380,585
8600000US93063,93063,ZCTA5 93063,55662,1147
8600000US93064,93064,ZCTA5 93064,0,13
8600000US93065,93065,ZCTA5 93065,71505,1108
8600000US93066,93066,ZCTA5 93066,3048,396
8600000US93067,93067,ZCTA5 93067,622,209
8600000US93101,93101,ZCTA5 93101,32327,1235
8600000US93103,93103,ZCTA5 93103,20931,1143
8600000US93105,93105,ZCTA5 93105,24719,911
8600000US93108,93108,ZCTA5 93108,11201,802
8600000US93109,93109,ZCTA5 93109,9838,735
8600000US93110,93110,ZCTA5 93110,17020,937
8600000US93111,93111,ZCTA5 93111,16901,826
8600000US93117,93117,ZCTA5 93117,54182,1171
8600000US93201,93201,ZCTA5 93201,1014,208
8600000US93202,93202,ZCTA5 93202,3623,461
8600000US93203,93203,ZCTA5 93203,20774,468
8600000US93204,93204,ZCTA5 93204,15341,32
8600000US93205,93205,ZCTA5 93205,1900,417
8600000US93206,93206,ZCTA5 93206,2053,356
8600000US93207,93207,ZCTA5 93207,281,106
8600000US93208,93208,ZCTA5 93208,139,79
8600000US93210,93210,ZCTA5 93210,21293,547
8600000US93212,93212,ZCTA5 93212,25588,355
8600000US93215,93215,ZCTA5 93215,55355,755
8600000US93218,93218,ZCTA5 93218,890,192
8600000US93219,93219,ZCTA5 93219,9097,890
8600000US93220,93220,ZCTA5 93220,59,68
8600000US93221,93221,ZCTA5 93221,14691,487
8600000US93222,93222,ZCTA5 93222,1535,474
8600000US93223,93223,ZCTA5 93223,10632,136
8600000US93224,93224,ZCTA5 93224,486,133
8600000US93225,93225,ZCTA5 93225,4665,639
8600000US93226,93226,ZCTA5 93226,383,148
8600000US93230,93230,ZCTA5 93230,66186,812
8600000US93234,93234,ZCTA5 93234,6952,145
8600000US93235,93235,ZCTA5 93235,4864,660
8600000US93238,93238,ZCTA5 93238,1496,465
8600000US93239,93239,ZCTA5 93239,1604,361
8600000US93240,93240,ZCTA5 93240,5308,686
8600000US93241,93241,ZCTA5 93241,18542,962
8600000US93242,93242,ZCTA5 93242,3326,402
8600000US93243,93243,ZCTA5 93243,1925,609
8600000US93244,93244,ZCTA5 93244,282,111
8600000US93245,93245,ZCTA5 93245,36544,758
8600000US93247,93247,ZCTA5 93247,18092,853
8600000US93249,93249,ZCTA5 93249,2564,387
8600000US93250,93250,ZCTA5 93250,13599,351
8600000US93251,93251,ZCTA5 93251,261,122
8600000US93252,93252,ZCTA5 93252,3752,343
8600000US93254,93254,ZCTA5 93254,626,164
8600000US93255,93255,ZCTA5 93255,495,196
8600000US93256,93256,ZCTA5 93256,5401,673
8600000US93257,93257,ZCTA5 93257,76627,1619
8600000US93258,93258,ZCTA5 93258,1650,367
8600000US93260,93260,ZCTA5 93260,149,58
8600000US93261,93261,ZCTA5 93261,3263,437
8600000US93262,93262,ZCTA5 93262,32,37
8600000US93263,93263,ZCTA5 93263,19384,444
8600000US93265,93265,ZCTA5 93265,3273,589
8600000US93266,93266,ZCTA5 93266,1450,468
8600000US93267,93267,ZCTA5 93267,6739,1326
8600000US93268,93268,ZCTA5 93268,16776,929
8600000US93270,93270,ZCTA5 93270,5424,512
8600000US93271,93271,ZCTA5 93271,2285,321
8600000US93272,93272,ZCTA5 93272,3114,362
8600000US93274,93274,ZCTA5 93274,69896,805
8600000US93276,93276,ZCTA5 93276,160,110
8600000US93277,93277,ZCTA5 93277,51125,1279
8600000US93280,93280,ZCTA5 93280,27029,275
8600000US93283,93283,ZCTA5 93283,2090,586
8600000US93285,93285,ZCTA5 93285,2173,621
8600000US93286,93286,ZCTA5 93286,9650,591
8600000US93287,93287,ZCTA5 93287,133,63
8600000US93291,93291,ZCTA5 93291,53123,1608
8600000US93292,93292,ZCTA5 93292,37472,1491
8600000US93301,93301,ZCTA5 93301,11421,809
8600000US93304,93304,ZCTA5 93304,51208,1966
8600000US93305,93305,ZCTA5 93305,37204,1382
8600000US93306,93306,ZCTA5 93306,67736,2006
8600000US93307,93307,ZCTA5 93307,81404,2247
8600000US93308,93308,ZCTA5 93308,53514,1667
8600000US93309,93309,ZCTA5 93309,59051,1770
8600000US93311,93311,ZCTA5 93311,41234,1523
8600000US93312,93312,ZCTA5 93312,54750,1507
8600000US93313,93313,ZCTA5 93313,44122,1994
8600000US93314,93314,ZCTA5 93314,22084,970
8600000US93401,93401,ZCTA5 93401,28311,860
8600000US93402,93402,ZCTA5 93402,14949,695
8600000US93405,93405,ZCTA5 93405,33655,1180
8600000US93410,93410,ZCTA5 93410,0,13
8600000US93420,93420,ZCTA5 93420,29710,976
8600000US93422,93422,ZCTA5 93422,31178,478
8600000US93424,93424,ZCTA5 93424,913,256
8600000US93426,93426,ZCTA5 93426,1193,257
8600000US93427,93427,ZCTA5 93427,5394,173
8600000US93428,93428,ZCTA5 93428,6400,469
8600000US93429,93429,ZCTA5 93429,238,262
8600000US93430,93430,ZCTA5 93430,2710,334
8600000US93432,93432,ZCTA5 93432,1125,362
8600000US93433,93433,ZCTA5 93433,13212,65
8600000US93434,93434,ZCTA5 93434,7030,33
8600000US93436,93436,ZCTA5 93436,54355,717
8600000US93437,93437,ZCTA5 93437,3632,605
8600000US93440,93440,ZCTA5 93440,1723,334
8600000US93441,93441,ZCTA5 93441,1230,230
8600000US93442,93442,ZCTA5 93442,10811,224
8600000US93444,93444,ZCTA5 93444,19269,967
8600000US93445,93445,ZCTA5 93445,7233,667
8600000US93446,93446,ZCTA5 93446,42613,983
8600000US93449,93449,ZCTA5 93449,7721,59
8600000US93450,93450,ZCTA5 93450,770,230
8600000US93451,93451,ZCTA5 93451,4261,582
8600000US93452,93452,ZCTA5 93452,579,268
8600000US93453,93453,ZCTA5 93453,3485,683
8600000US93454,93454,ZCTA5 93454,35731,1251
8600000US93455,93455,ZCTA5 93455,41889,1405
8600000US93458,93458,ZCTA5 93458,55458,1390
8600000US93460,93460,ZCTA5 93460,5112,527
8600000US93461,93461,ZCTA5 93461,1402,294
8600000US93463,93463,ZCTA5 93463,7846,391
8600000US93465,93465,ZCTA5 93465,10085,838
8600000US93501,93501,ZCTA5 93501,5042,556
8600000US93505,93505,ZCTA5 93505,13347,31
8600000US93510,93510,ZCTA5 93510,7153,520
8600000US93512,93512,ZCTA5 93512,110,62
8600000US93513,93513,ZCTA5 93513,1516,177
8600000US93514,93514,ZCTA5 93514,14511,473
8600000US93516,93516,ZCTA5 93516,2046,347
8600000US93517,93517,ZCTA5 93517,424,145
8600000US93518,93518,ZCTA5 93518,1098,265
8600000US93519,93519,ZCTA5 93519,96,58
8600000US93522,93522,ZCTA5 93522,35,36
8600000US93523,93523,ZCTA5 93523,3002,304
8600000US93524,93524,ZCTA5 93524,668,651
8600000US93526,93526,ZCTA5 93526,611,150
8600000US93527,93527,ZCTA5 93527,2335,452
8600000US93528,93528,ZCTA5 93528,183,179
8600000US93529,93529,ZCTA5 93529,418,272
8600000US93530,93530,ZCTA5 93530,54,47
8600000US93531,93531,ZCTA5 93531,357,187
8600000US93532,93532,ZCTA5 93532,2736,346
8600000US93534,93534,ZCTA5 93534,38655,1284
8600000US93535,93535,ZCTA5 93535,72231,1990
8600000US93536,93536,ZCTA5 93536,70599,1781
8600000US93541,93541,ZCTA5 93541,581,298
8600000US93543,93543,ZCTA5 93543,12160,948
8600000US93544,93544,ZCTA5 93544,912,285
8600000US93545,93545,ZCTA5 93545,2256,321
8600000US93546,93546,ZCTA5 93546,9625,400
8600000US93549,93549,ZCTA5 93549,364,199
8600000US93550,93550,ZCTA5 93550,74389,1804
8600000US93551,93551,ZCTA5 93551,49372,1499
8600000US93552,93552,ZCTA5 93552,39396,1616
8600000US93553,93553,ZCTA5 93553,2169,498
8600000US93554,93554,ZCTA5 93554,30,29
8600000US93555,93555,ZCTA5 93555,32021,574
8600000US93558,93558,ZCTA5 93558,50,54
8600000US93560,93560,ZCTA5 93560,18496,1270
8600000US93561,93561,ZCTA5 93561,35446,1303
8600000US93562,93562,ZCTA5 93562,1943,364
8600000US93563,93563,ZCTA5 93563,292,99
8600000US93591,93591,ZCTA5 93591,6503,732
8600000US93592,93592,ZCTA5 93592,85,99
8600000US93601,93601,ZCTA5 93601,1882,546
8600000US93602,93602,ZCTA5 93602,3677,460
8600000US93603,93603,ZCTA5 93603,280,153
8600000US93604,93604,ZCTA5 93604,1186,430
8600000US93605,93605,ZCTA5 93605,218,113
8600000US93606,93606,ZCTA5 93606,373,214
8600000US93608,93608,ZCTA5 93608,859,324
8600000US93609,93609,ZCTA5 93609,6173,645
8600000US93610,93610,ZCTA5 93610,24715,738
8600000US93611,93611,ZCTA5 93611,46810,1269
8600000US93612,93612,ZCTA5 93612,34804,1137
8600000US93614,93614,ZCTA5 93614,11053,1053
8600000US93615,93615,ZCTA5 93615,6211,594
8600000US93616,93616,ZCTA5 93616,2698,543
8600000US93618,93618,ZCTA5 93618,28525,879
8600000US93619,93619,ZCTA5 93619,29609,1112
8600000US93620,93620,ZCTA5 93620,9657,785
8600000US93621,93621,ZCTA5 93621,322,168
8600000US93622,93622,ZCTA5 93622,9489,365
8600000US93623,93623,ZCTA5 93623,58,57
8600000US93624,93624,ZCTA5 93624,1615,351
8600000US93625,93625,ZCTA5 93625,6730,367
8600000US93626,93626,ZCTA5 93626,702,251
8600000US93627,93627,ZCTA5 93627,0,13
8600000US93628,93628,ZCTA5 93628,402,252
8600000US93630,93630,ZCTA5 93630,18039,842
8600000US93631,93631,ZCTA5 93631,16666,979
8600000US93633,93633,ZCTA5 93633,33,54
8600000US93634,93634,ZCTA5 93634,49,46
8600000US93635,93635,ZCTA5 93635,38661,605
8600000US93636,93636,ZCTA5 93636,11443,730
8600000US93637,93637,ZCTA5 93637,39577,1694
8600000US93638,93638,ZCTA5 93638,47823,1616
8600000US93640,93640,ZCTA5 93640,11600,223
8600000US93641,93641,ZCTA5 93641,594,377
8600000US93643,93643,ZCTA5 93643,2829,664
8600000US93644,93644,ZCTA5 93644,7627,783
8600000US93645,93645,ZCTA5 93645,712,490
8600000US93646,93646,ZCTA5 93646,10960,589
8600000US93647,93647,ZCTA5 93647,12401,1018
8600000US93648,93648,ZCTA5 93648,15403,292
8600000US93650,93650,ZCTA5 93650,4063,563
8600000US93651,93651,ZCTA5 93651,1653,452
8600000US93652,93652,ZCTA5 93652,453,169
8600000US93653,93653,ZCTA5 93653,1193,322
8600000US93654,93654,ZCTA5 93654,30791,1115
8600000US93656,93656,ZCTA5 93656,6826,683
8600000US93657,93657,ZCTA5 93657,35083,1297
8600000US93660,93660,ZCTA5 93660,4465,312
8600000US93662,93662,ZCTA5 93662,29741,815
8600000US93664,93664,ZCTA5 93664,687,211
8600000US93665,93665,ZCTA5 93665,349,205
8600000US93666,93666,ZCTA5 93666,243,121
8600000US93667,93667,ZCTA5 93667,2156,468
8600000US93668,93668,ZCTA5 93668,1498,478
8600000US93669,93669,ZCTA5 93669,200,136
8600000US93673,93673,ZCTA5 93673,967,276
8600000US93675,93675,ZCTA5 93675,2335,466
8600000US93701,93701,ZCTA5 93701,11057,979
8600000US93702,93702,ZCTA5 93702,47667,1794
8600000US93703,93703,ZCTA5 93703,34551,1707
8600000US93704,93704,ZCTA5 93704,26828,1447
8600000US93705,93705,ZCTA5 93705,38597,1281
8600000US93706,93706,ZCTA5 93706,38448,1636
8600000US93710,93710,ZCTA5 93710,31980,1355
8600000US93711,93711,ZCTA5 93711,39079,1262
8600000US93720,93720,ZCTA5 93720,46351,1516
8600000US93721,93721,ZCTA5 93721,6570,597
8600000US93722,93722,ZCTA5 93722,76672,2255
8600000US93723,93723,ZCTA5 93723,8640,993
8600000US93725,93725,ZCTA5 93725,25386,1529
8600000US93726,93726,ZCTA5 93726,40627,1502
8600000US93727,93727,ZCTA5 93727,68590,2157
8600000US93728,93728,ZCTA5 93728,15164,997
8600000US93730,93730,ZCTA5 93730,10098,832
8600000US93901,93901,ZCTA5 93901,25823,1194
8600000US93905,93905,ZCTA5 93905,61000,1292
8600000US93906,93906,ZCTA5 93906,61030,1299
8600000US93907,93907,ZCTA5 93907,21987,1102
8600000US93908,93908,ZCTA5 93908,12878,802
8600000US93920,93920,ZCTA5 93920,715,238
8600000US93921,93921,ZCTA5 93921,2864,256
8600000US93923,93923,ZCTA5 93923,13362,899
8600000US93924,93924,ZCTA5 93924,6133,707
8600000US93925,93925,ZCTA5 93925,1665,307
8600000US93926,93926,ZCTA5 93926,8494,217
8600000US93927,93927,ZCTA5 93927,16976,278
8600000US93928,93928,ZCTA5 93928,338,151
8600000US93930,93930,ZCTA5 93930,16222,633
8600000US93932,93932,ZCTA5 93932,443,137
8600000US93933,93933,ZCTA5 93933,22723,306
8600000US93940,93940,ZCTA5 93940,31952,316
8600000US93943,93943,ZCTA5 93943,42,74
8600000US93950,93950,ZCTA5 93950,15102,34
8600000US93953,93953,ZCTA5 93953,4470,395
8600000US93954,93954,ZCTA5 93954,244,110
8600000US93955,93955,ZCTA5 93955,33314,94
8600000US93960,93960,ZCTA5 93960,27057,368
8600000US93962,93962,ZCTA5 93962,931,358
8600000US94002,94002,ZCTA5 94002,26141,199
8600000US94005,94005,ZCTA5 94005,4266,20
8600000US94010,94010,ZCTA5 94010,40907,374
8600000US94014,94014,ZCTA5 94014,47866,1080
8600000US94015,94015,ZCTA5 94015,60446,1140
8600000US94019,94019,ZCTA5 94019,17688,774
8600000US94020,94020,ZCTA5 94020,1651,317
8600000US94021,94021,ZCTA5 94021,93,82
8600000US94022,94022,ZCTA5 94022,19310,507
8600000US94024,94024,ZCTA5 94024,22536,667
8600000US94025,94025,ZCTA5 94025,40608,639
8600000US94027,94027,ZCTA5 94027,7083,105
8600000US94028,94028,ZCTA5 94028,6633,436
8600000US94030,94030,ZCTA5 94030,21567,30
8600000US94037,94037,ZCTA5 94037,2567,550
8600000US94038,94038,ZCTA5 94038,2814,471
8600000US94040,94040,ZCTA5 94040,33918,980
8600000US94041,94041,ZCTA5 94041,12929,568
8600000US94043,94043,ZCTA5 94043,27279,785
8600000US94044,94044,ZCTA5 94044,37558,179
8600000US94060,94060,ZCTA5 94060,1561,489
8600000US94061,94061,ZCTA5 94061,36343,1353
8600000US94062,94062,ZCTA5 94062,26782,988
8600000US94063,94063,ZCTA5 94063,31427,1312
8600000US94065,94065,ZCTA5 94065,11108,478
8600000US94066,94066,ZCTA5 94066,41383,236
8600000US94070,94070,ZCTA5 94070,29358,250
8600000US94074,94074,ZCTA5 94074,241,202
8600000US94080,94080,ZCTA5 94080,64363,386
8600000US94085,94085,ZCTA5 94085,22688,1203
8600000US94086,94086,ZCTA5 94086,45531,1188
8600000US94087,94087,ZCTA5 94087,53446,950
8600000US94089,94089,ZCTA5 94089,20282,764
8600000US94102,94102,ZCTA5 94102,25531,1490
8600000US94103,94103,ZCTA5 94103,23909,1283
8600000US94104,94104,ZCTA5 94104,305,114
8600000US94105,94105,ZCTA5 94105,4801,753
8600000US94107,94107,ZCTA5 94107,26762,1292
8600000US94108,94108,ZCTA5 94108,13518,794
8600000US94109,94109,ZCTA5 94109,54412,1507
8600000US94110,94110,ZCTA5 94110,70804,1919
8600000US94111,94111,ZCTA5 94111,3493,390
8600000US94112,94112,ZCTA5 94112,80726,2113
8600000US94114,94114,ZCTA5 94114,32328,810
8600000US94115,94115,ZCTA5 94115,32882,1441
8600000US94116,94116,ZCTA5 94116,43923,1454
8600000US94117,94117,ZCTA5 94117,40932,1494
8600000US94118,94118,ZCTA5 94118,39567,1518
8600000US94121,94121,ZCTA5 94121,43597,1362
8600000US94122,94122,ZCTA5 94122,57805,1607
8600000US94123,94123,ZCTA5 94123,23710,1240
8600000US94124,94124,ZCTA5 94124,34296,1384
8600000US94127,94127,ZCTA5 94127,19075,918
8600000US94128,94128,ZCTA5 94128,48,55
8600000US94129,94129,ZCTA5 94129,2730,445
8600000US94130,94130,ZCTA5 94130,2501,464
8600000US94131,94131,ZCTA5 94131,27914,1290
8600000US94132,94132,ZCTA5 94132,31425,1494
8600000US94133,94133,ZCTA5 94133,27580,1051
8600000US94134,94134,ZCTA5 94134,38889,1393
8600000US94158,94158,ZCTA5 94158,4340,714
8600000US94301,94301,ZCTA5 94301,16819,605
8600000US94303,94303,ZCTA5 94303,45714,498
8600000US94304,94304,ZCTA5 94304,3791,296
8600000US94305,94305,ZCTA5 94305,13541,797
8600000US94306,94306,ZCTA5 94306,26448,639
8600000US94401,94401,ZCTA5 94401,35721,1185
8600000US94402,94402,ZCTA5 94402,23622,927
8600000US94403,94403,ZCTA5 94403,39311,914
8600000US94404,94404,ZCTA5 94404,33792,254
8600000US94501,94501,ZCTA5 94501,60639,552
8600000US94502,94502,ZCTA5 94502,13384,552
8600000US94503,94503,ZCTA5 94503,19494,272
8600000US94505,94505,ZCTA5 94505,12680,1081
8600000US94506,94506,ZCTA5 94506,21312,1153
8600000US94507,94507,ZCTA5 94507,15817,961
8600000US94508,94508,ZCTA5 94508,3638,443
8600000US94509,94509,ZCTA5 94509,61665,1454
8600000US94510,94510,ZCTA5 94510,27180,115
8600000US94511,94511,ZCTA5 94511,1910,378
8600000US94512,94512,ZCTA5 94512,241,195
8600000US94513,94513,ZCTA5 94513,53902,724
8600000US94514,94514,ZCTA5 94514,1020,294
8600000US94515,94515,ZCTA5 94515,6815,275
8600000US94516,94516,ZCTA5 94516,120,55
8600000US94517,94517,ZCTA5 94517,12582,429
8600000US94518,94518,ZCTA5 94518,26162,863
8600000US94519,94519,ZCTA5 94519,19819,815
8600000US94520,94520,ZCTA5 94520,37477,1276
8600000US94521,94521,ZCTA5 94521,40854,1047
8600000US94523,94523,ZCTA5 94523,33728,194
8600000US94525,94525,ZCTA5 94525,2866,332
8600000US94526,94526,ZCTA5 94526,31915,820
8600000US94528,94528,ZCTA5 94528,1175,548
8600000US94530,94530,ZCTA5 94530,23913,102
8600000US94531,94531,ZCTA5 94531,41237,1454
8600000US94533,94533,ZCTA5 94533,66641,1184
8600000US94534,94534,ZCTA5 94534,36026,1160
8600000US94535,94535,ZCTA5 94535,6007,483
8600000US94536,94536,ZCTA5 94536,68924,1663
8600000US94538,94538,ZCTA5 94538,60439,1517
8600000US94539,94539,ZCTA5 94539,51369,1252
8600000US94541,94541,ZCTA5 94541,60736,1806
8600000US94542,94542,ZCTA5 94542,12446,948
8600000US94544,94544,ZCTA5 94544,75917,1596
8600000US94545,94545,ZCTA5 94545,28966,953
8600000US94546,94546,ZCTA5 94546,42766,1261
8600000US94547,94547,ZCTA5 94547,24060,153
8600000US94548,94548,ZCTA5 94548,430,162
8600000US94549,94549,ZCTA5 94549,27340,500
8600000US94550,94550,ZCTA5 94550,46915,861
8600000US94551,94551,ZCTA5 94551,36994,899
8600000US94552,94552,ZCTA5 94552,14199,779
8600000US94553,94553,ZCTA5 94553,47583,888
8600000US94555,94555,ZCTA5 94555,34463,1134
8600000US94556,94556,ZCTA5 94556,14716,214
8600000US94558,94558,ZCTA5 94558,66743,1167
8600000US94559,94559,ZCTA5 94559,27132,952
8600000US94560,94560,ZCTA5 94560,42712,66
8600000US94561,94561,ZCTA5 94561,36908,386
8600000US94563,94563,ZCTA5 94563,17779,106
8600000US94564,94564,ZCTA5 94564,18505,66
8600000US94565,94565,ZCTA5 94565,85275,1159
8600000US94566,94566,ZCTA5 94566,41006,746
8600000US94567,94567,ZCTA5 94567,691,283
8600000US94568,94568,ZCTA5 94568,45695,137
8600000US94569,94569,ZCTA5 94569,361,223
8600000US94571,94571,ZCTA5 94571,7784,330
8600000US94572,94572,ZCTA5 94572,8867,584
8600000US94573,94573,ZCTA5 94573,127,92
8600000US94574,94574,ZCTA5 94574,9288,508
8600000US94575,94575,ZCTA5 94575,1581,210
8600000US94576,94576,ZCTA5 94576,116,85
8600000US94577,94577,ZCTA5 94577,44778,1269
8600000US94578,94578,ZCTA5 94578,38230,1977
8600000US94579,94579,ZCTA5 94579,20528,1009
8600000US94580,94580,ZCTA5 94580,28531,1343
8600000US94582,94582,ZCTA5 94582,37131,884
8600000US94583,94583,ZCTA5 94583,35248,898
8600000US94585,94585,ZCTA5 94585,28972,185
8600000US94586,94586,ZCTA5 94586,848,158
8600000US94587,94587,ZCTA5 94587,69820,47
8600000US94588,94588,ZCTA5 94588,30435,803
8600000US94589,94589,ZCTA5 94589,31174,1115
8600000US94590,94590,ZCTA5 94590,34960,1363
8600000US94591,94591,ZCTA5 94591,52796,1232
8600000US94592,94592,ZCTA5 94592,583,203
8600000US94595,94595,ZCTA5 94595,16400,761
8600000US94596,94596,ZCTA5 94596,20192,947
8600000US94597,94597,ZCTA5 94597,19933,866
8600000US94598,94598,ZCTA5 94598,26127,954
8600000US94599,94599,ZCTA5 94599,3071,57
8600000US94601,94601,ZCTA5 94601,49138,2042
8600000US94602,94602,ZCTA5 94602,28559,986
8600000US94603,94603,ZCTA5 94603,33774,1601
8600000US94605,94605,ZCTA5 94605,40890,1671
8600000US94606,94606,ZCTA5 94606,36051,1361
8600000US94607,94607,ZCTA5 94607,23602,1090
8600000US94608,94608,ZCTA5 94608,25994,1345
8600000US94609,94609,ZCTA5 94609,21389,1110
8600000US94610,94610,ZCTA5 94610,30276,859
8600000US94611,94611,ZCTA5 94611,36277,1110
8600000US94612,94612,ZCTA5 94612,13110,928
8600000US94613,94613,ZCTA5 94613,800,151
8600000US94618,94618,ZCTA5 94618,17074,754
