year,zipcode,city,county,installation_zip,trend
2010,93962,spreckels,monterey,4893.199707,9993.5
2007,94002,belmont,san mateo,19112.09961,19112.09961
2008,94002,belmont,san mateo,41297.5,60409.60156
2009,94002,belmont,san mateo,45461.10156,105870.7031
2010,94002,belmont,san mateo,85316.79688,191187.5
2011,94002,belmont,san mateo,90967.20313,282154.6875
2012,94002,belmont,san mateo,97434.39844,379589.0938
2008,94005,brisbane,san mateo,3690,3690
2009,94005,brisbane,,,3690
2010,94005,brisbane,,,3690
2011,94005,brisbane,san mateo,6732.700195,10422.7002
2012,94005,brisbane,san mateo,5713.200195,16135.90039
2007,94010,burlingame,san mateo,20030.59961,20030.59961
2008,94010,burlingame,san mateo,138470.5938,158501.1875
2009,94010,burlingame,san mateo,222576.2031,381077.4063
2010,94010,burlingame,san mateo,155116.4063,536193.8125
2011,94010,burlingame,san mateo,290498.6875,826692.5
2012,94010,burlingame,san mateo,230753.4063,1057445.875
2008,94014,daly city,san mateo,5892.399902,5892.399902
2009,94014,daly city,san mateo,16743.5,22635.90039
2010,94014,daly city,san mateo,3149,25784.90039
2011,94014,daly city,san mateo,6512.799805,32297.69922
2012,94014,daly city,san mateo,8024.400391,40322.10156
2008,94015,daly city,san mateo,2709,2709
2009,94015,daly city,,,2709
2010,94015,daly city,san mateo,4234,6943
2011,94015,daly city,san mateo,11672.60059,18615.60156
2012,94015,daly city,san mateo,19906.09961,38521.69922
2007,94018,el granada,san mateo,3240.600098,3240.600098
2008,94018,el granada,san mateo,18158.40039,21399
2009,94018,el granada,san mateo,15826.69922,37225.69922
2010,94018,el granada,san mateo,14510.2002,51735.89844
2011,94018,el granada,san mateo,38975.80078,90711.70313
2012,94018,el granada,,34680.5,125392.2031
2007,94019,half moon bay,san mateo,12380,12380
2008,94019,half moon bay,san mateo,52390.5,64770.5
2009,94019,half moon bay,san mateo,48368,113138.5
2010,94019,half moon bay,san mateo,19861.80078,133000.2969
2011,94019,half moon bay,san mateo,68092.39844,201092.7031
2012,94019,half moon bay,san mateo,76635.89844,277728.5938
2007,94020,la honda,san mateo,5367.600098,5367.600098
2008,94020,la honda,san mateo,27243,32610.59961
2009,94020,la honda,san mateo,7436,40046.60156
2010,94020,la honda,san mateo,18764.40039,58811
2011,94020,la honda,san mateo,15712.80078,74523.80469
2012,94020,la honda,san mateo,31058.79883,105582.6016
2010,94021,loma mar,san mateo,13374.90039,13374.90039
2007,94022,los altos,santa clara,166796.2969,166796.2969
2008,94022,los altos,santa clara,292143.5,458939.8125
2009,94022,los altos,santa clara,418046.0938,876985.875
2010,94022,los altos,santa clara,400560.0938,1277546
2011,94022,los altos,santa clara,382757.6875,1660303.625
2012,94022,los altos,santa clara,432094.1875,2092397.875
2007,94024,los altos,santa clara,140299.0938,140299.0938
2008,94024,los altos,santa clara,261432.2031,401731.3125
2009,94024,los altos,santa clara,231207,632938.3125
2010,94024,los altos,santa clara,261487.2031,894425.5
2011,94024,los altos,santa clara,294080,1188505.5
2012,94024,los altos,santa clara,310311.5938,1498817.125
2007,94025,menlo park,san mateo,105862.3984,105862.3984
2008,94025,menlo park,san mateo,171356.5938,277219
2009,94025,menlo park,san mateo,107033.5,384252.5
2010,94025,menlo park,san mateo,173415.7969,557668.3125
2011,94025,menlo park,san mateo,126700.1016,684368.375
2012,94025,menlo park,san mateo,122075.2031,806443.625
2007,94027,atherton,san mateo,47372.89844,47372.89844
2008,94027,atherton,san mateo,182222.9063,229595.8125
2009,94027,atherton,san mateo,120635.3984,350231.1875
2010,94027,atherton,san mateo,174828.5,525059.6875
2011,94027,atherton,san mateo,87185.39844,612245.125
2012,94027,atherton,san mateo,145736.2969,757981.375
2007,94028,portola valley,san mateo,69718.60156,69718.60156
2008,94028,portola valley,san mateo,109713,179431.5938
2009,94028,portola valley,san mateo,197265,376696.5938
2010,94028,portola valley,san mateo,121436,498132.5938
2011,94028,portola valley,san mateo,123438.7969,621571.375
2012,94028,portola valley,san mateo,172201.4063,793772.8125
2007,94030,millbrae,san mateo,9238.400391,9238.400391
2008,94030,millbrae,san mateo,8161.5,17399.90039
2009,94030,millbrae,san mateo,56428.39844,73828.29688
2010,94030,millbrae,san mateo,22324,96152.29688
2011,94030,millbrae,san mateo,29833.19922,125985.5
2012,94030,millbrae,san mateo,54743,180728.5
2007,94035,mountain view,santa clara,6928,6928
2008,94035,mountain view,santa clara,13434.30078,20362.30078
2009,94035,mountain view,,,20362.30078
2010,94035,mountain view,santa clara,3966,24328.30078
2011,94035,mountain view,santa clara,6832.799805,31161.10156
2007,94037,montara,santa clara,4216.799805,4216.799805
2008,94037,montara,san mateo,7039.199707,11256
2009,94037,montara,san mateo,41606.39844,52862.39844
2010,94037,montara,san mateo,17934.80078,70797.19531
2011,94037,montara,san mateo,7784.599609,78581.79688
2012,94037,montara,san mateo,26086.20117,104668
2008,94038,moss beach,san mateo,2161.200195,2161.200195
2009,94038,moss beach,san mateo,6175.5,8336.700195
2010,94038,moss beach,san mateo,11898.40039,20235.10156
2011,94038,moss beach,san mateo,17432,37667.10156
2012,94038,moss beach,san mateo,19208.19922,56875.30078
2007,94040,mountain view,santa clara,232147.7031,232147.7031
2008,94040,mountain view,santa clara,108782,340929.6875
2009,94040,mountain view,santa clara,102404.6016,443334.3125
2010,94040,mountain view,santa clara,86647,529981.3125
2011,94040,mountain view,santa clara,131254.7969,661236.125
2012,94040,mountain view,santa clara,107005.3984,768241.5
2007,94041,mountain view,santa clara,122229.2031,122229.2031
2008,94041,mountain view,santa clara,23886.59961,146115.7969
2009,94041,mountain view,santa clara,14632.7998,160748.6094
2010,94041,mountain view,santa clara,34783.19922,195531.7969
2011,94041,mountain view,santa clara,21143.80078,216675.6094
2012,94041,mountain view,santa clara,86804.89844,303480.5
2007,94043,mountain view,santa clara,62193.5,62193.5
2008,94043,mountain view,santa clara,32631,94824.5
2009,94043,mountain view,santa clara,4514.799805,99339.29688
2010,94043,mountain view,santa clara,11204.59961,110543.8984
2011,94043,mountain view,santa clara,35043.5,145587.4063
2012,94043,mountain view,santa clara,25579.59961,171167
2007,94044,pacifica,san mateo,6607,6607
2008,94044,pacifica,san mateo,23400.70117,30007.70117
2009,94044,pacifica,san mateo,49917,79924.70313
2010,94044,pacifica,san mateo,41427.40234,121352.1016
2011,94044,pacifica,san mateo,57152.60156,178504.7031
2012,94044,pacifica,san mateo,104600,283104.7188
2007,94060,pescadero,san mateo,2284,2284
2008,94060,pescadero,san mateo,41650,43934
2009,94060,pescadero,,,43934
2010,94060,pescadero,san mateo,17232.19922,61166.19922
2011,94060,pescadero,san mateo,11038.40039,72204.60156
2007,94061,redwood city,san mateo,19233.09961,19233.09961
2008,94061,redwood city,san mateo,35048.5,54281.60156
2009,94061,redwood city,san mateo,91523.70313,145805.2969
2010,94061,redwood city,san mateo,35629.60156,181434.9063
2011,94061,redwood city,san mateo,82501,263935.9063
2012,94061,redwood city,san mateo,91664,355599.9063
2007,94062,redwood city,san mateo,114875.5938,114875.5938
2008,94062,redwood city,san mateo,365758.9063,480634.5
2009,94062,redwood city,san mateo,272843.5,753478
2010,94062,redwood city,san mateo,251542.4063,1005020.375
2011,94062,redwood city,san mateo,518559.8125,1523580.25
2012,94062,redwood city,san mateo,329610.3125,1853190.5
2007,94063,redwood city,san mateo,4088.700195,4088.700195
2008,94063,redwood city,san mateo,9498.400391,13587.10059
2009,94063,redwood city,san mateo,12849.2998,26436.40039
2010,94063,redwood city,san mateo,8254,34690.39844
2011,94063,redwood city,san mateo,9158.599609,43849
2012,94063,redwood city,san mateo,12166,56015
2007,94065,redwood city,san mateo,6165.400391,6165.400391
2008,94065,redwood city,,,6165.400391
2009,94065,redwood city,san mateo,10764,16929.40039
2010,94065,redwood city,san mateo,10797.2998,27726.69922
2011,94065,redwood city,,,27726.69922
2012,94065,redwood city,san mateo,2547.600098,30274.30078
2007,94066,san bruno,san mateo,7420.800293,7420.800293
2008,94066,san bruno,san mateo,17296.70117,24717.50195
2009,94066,san bruno,san mateo,9367.199219,34084.69922
2010,94066,san bruno,san mateo,15273.59961,49358.30078
2011,94066,san bruno,san mateo,35613.19922,84971.5
2012,94066,san bruno,san mateo,154911.2031,239882.7031
2007,94070,san carlos,san mateo,54262.19922,54262.19922
2008,94070,san carlos,san mateo,111494,165756.2031
2009,94070,san carlos,san mateo,105204.5,270960.6875
2010,94070,san carlos,san mateo,129825.5,400786.1875
2011,94070,san carlos,san mateo,175394.5,576180.6875
2012,94070,san carlos,san mateo,175343.3906,751524.0625
2007,94080,south san francisco,san francisco,8136.399902,8136.399902
2008,94080,south san francisco,san mateo,11139.5,19275.90039
2009,94080,south san francisco,san mateo,14393,33668.89844
2010,94080,south san francisco,san mateo,21340.19922,55009.09766
2011,94080,south san francisco,san mateo,31754,86763.10156
2012,94080,south san francisco,san mateo,32447.09961,119210.1953
2007,94085,sunnyvale,santa clara,11724,11724
2008,94085,sunnyvale,santa clara,33658.69922,45382.69922
2009,94085,sunnyvale,,,45382.69922
2010,94085,sunnyvale,santa clara,18450.09961,63832.79688
2011,94085,sunnyvale,santa clara,15142.7998,78975.60156
2012,94085,sunnyvale,santa clara,6694.399902,85670
2007,94086,sunnyvale,santa clara,24258.59961,24258.59961
2008,94086,sunnyvale,santa clara,70648.10156,94906.70313
2009,94086,sunnyvale,santa clara,24133,119039.7031
2010,94086,sunnyvale,santa clara,65480.60156,184520.2969
2011,94086,sunnyvale,santa clara,60020.10156,244540.4063
2012,94086,sunnyvale,santa clara,44898.39844,289438.8125
2007,94087,sunnyvale,santa clara,119009.2969,119009.2969
2008,94087,sunnyvale,santa clara,186277.5938,305286.875
2009,94087,sunnyvale,santa clara,173103.7969,478390.6875
2010,94087,sunnyvale,santa clara,295476.5,773867.1875
2011,94087,sunnyvale,santa clara,284853.5938,1058720.75
2012,94087,sunnyvale,santa clara,236203.5,1294924.25
2009,94089,sunnyvale,santa clara,3780,3780
2010,94089,sunnyvale,santa clara,6419.099609,10199.09961
2011,94089,sunnyvale,santa clara,15916,26115.09961
2012,94089,sunnyvale,santa clara,22994.59961,49109.69922
2007,94101,san francisco,san francisco,3483,3483
2008,94101,san francisco,san francisco,31989.40039,35472.39844
2009,94101,san francisco,san francisco,2255,37727.39844
2010,94101,san francisco,san francisco,5921.5,43648.89844
2011,94101,san francisco,san francisco,1256.399902,44905.30078
2012,94101,san francisco,san francisco,7831.899902,52737.19922
2009,94102,san francisco,san francisco,11430,11430
2010,94102,san francisco,san francisco,241543.8906,252973.8906
2011,94102,san francisco,san francisco,1730.400024,254704.2969
2012,94102,san francisco,san francisco,121928.3984,376632.6875
2007,94103,san francisco,san francisco,3096,3096
2008,94103,san francisco,,,3096
2009,94103,san francisco,san francisco,4934.800293,8030.800293
2010,94103,san francisco,san francisco,22343.80078,30374.60156
2011,94103,san francisco,san francisco,6864.799805,37239.40234
2012,94103,san francisco,san francisco,44291.80078,81531.20313
2012,94104,san francisco,san francisco,1055,1055
2007,94107,san francisco,san francisco,6919.700195,6919.700195
2008,94107,san francisco,san francisco,45378.19922,52297.89844
2009,94107,san francisco,san francisco,63984.30078,116282.2031
2010,94107,san francisco,san francisco,26215,142497.2031
2011,94107,san francisco,san francisco,85240.10156,227737.2969
2012,94107,san francisco,san francisco,35046.39844,262783.6875
2007,94108,san francisco,san francisco,3870,3870
2007,94109,san francisco,san francisco,3036,3036
2008,94109,san francisco,san francisco,15053.40039,18089.40039
2009,94109,san francisco,san francisco,12064.2998,30153.69922
2010,94109,san francisco,san francisco,24025.19922,54178.89844
2011,94109,san francisco,san francisco,91466.29688,145645.2031
2012,94109,san francisco,san francisco,105376.2031,251021.4063
2007,94110,san francisco,san francisco,9514.799805,9514.799805
2008,94110,san francisco,san francisco,69431.89844,78946.69531
2009,94110,san francisco,san francisco,212179.4063,291126.0938
2010,94110,san francisco,san francisco,138633.2969,429759.4063
2011,94110,san francisco,san francisco,156019.2031,585778.625
2012,94110,san francisco,san francisco,94306,680084.625
2007,94112,san francisco,san francisco,3096,3096
2008,94112,san francisco,san francisco,22719.19922,25815.19922
2009,94112,san francisco,san francisco,62101.5,87916.70313
2010,94112,san francisco,san francisco,63571.29688,151488
2011,94112,san francisco,san francisco,118871.7969,270359.7813
2012,94112,san francisco,san francisco,183336.0938,453695.875
2007,94114,san francisco,san francisco,18996.30078,18996.30078
2008,94114,san francisco,san francisco,68575.20313,87571.5
2009,94114,san francisco,san francisco,261352.5938,348924.0938
2010,94114,san francisco,san francisco,116085.3984,465009.5
2011,94114,san francisco,san francisco,82100,547109.5
2012,94114,san francisco,san francisco,92620.89844,639730.375
2007,94115,san francisco,san francisco,7250.099609,7250.099609
2008,94115,san francisco,san francisco,10598.40039,17848.5
2009,94115,san francisco,san francisco,95147,112995.5
2010,94115,san francisco,san francisco,364893,477888.5
2011,94115,san francisco,san francisco,40181.5,518070
2012,94115,san francisco,san francisco,34082,552152
2007,94116,san francisco,san francisco,1887.600098,1887.600098
2008,94116,san francisco,san francisco,48576.39844,50464
2009,94116,san francisco,san francisco,85652,136116
2010,94116,san francisco,san francisco,71086.5,207202.5
2011,94116,san francisco,san francisco,66053.5,273256
2012,94116,san francisco,san francisco,61649.19922,334905.1875
2007,94117,san francisco,san francisco,14645,14645
2008,94117,san francisco,san francisco,55837.89844,70482.89844
2009,94117,san francisco,san francisco,120281.1016,190764
2010,94117,san francisco,san francisco,43861.5,234625.5
2011,94117,san francisco,san francisco,55675.89844,290301.4063
2012,94117,san francisco,san francisco,81883.79688,372185.1875
2007,94118,san francisco,san francisco,20515.80078,20515.80078
2008,94118,san francisco,san francisco,50451.10156,70966.90625
2009,94118,san francisco,san francisco,103785,174751.9063
2010,94118,san francisco,san francisco,69831.60156,244583.5
2011,94118,san francisco,san francisco,60060.59766,304644.0938
2012,94118,san francisco,san francisco,69872.70313,374516.8125
2011,94119,san francisco,san francisco,5251.200195,5251.200195
2008,94121,san francisco,san francisco,13665.7998,13665.7998
2009,94121,san francisco,san francisco,61836,75501.79688
2010,94121,san francisco,san francisco,35144.40234,110646.2031
2011,94121,san francisco,san francisco,36274.60156,146920.7969
2012,94121,san francisco,san francisco,66986.39844,213907.2031
2008,94122,san francisco,san francisco,45103,45103
2009,94122,san francisco,san francisco,118795.5,163898.5
2010,94122,san francisco,san francisco,116956.2969,280854.8125
2011,94122,san francisco,san francisco,42735.19922,323590
2012,94122,san francisco,san francisco,109544.2969,433134.2813
2007,94123,san francisco,san francisco,10985,10985
2008,94123,san francisco,san francisco,40417.80078,51402.80078
2009,94123,san francisco,san francisco,33093.69922,84496.5
2010,94123,san francisco,san francisco,73607.79688,158104.2969
2011,94123,san francisco,san francisco,20583.80078,178688.0938
2012,94123,san francisco,san francisco,15366.59961,194054.7031
2007,94124,san francisco,san francisco,5085.200195,5085.200195
2008,94124,san francisco,san francisco,15858,20943.19922
2009,94124,san francisco,san francisco,56969,77912.20313
2010,94124,san francisco,san francisco,14406,92318.20313
2011,94124,san francisco,san francisco,31135.09961,123453.2969
2012,94124,san francisco,san francisco,75433.39844,198886.7031
2007,94127,san francisco,san francisco,17666.19922,17666.19922
2008,94127,san francisco,san francisco,45129.40234,62795.60156
2009,94127,san francisco,san francisco,119523.1016,182318.7031
2010,94127,san francisco,san francisco,58334.19922,240652.9063
2011,94127,san francisco,san francisco,95489.19531,336142.0938
2012,94127,san francisco,san francisco,49140.89844,385283
2007,94131,san francisco,san francisco,3724.200195,3724.200195
2008,94131,san francisco,san francisco,52526.39844,56250.59766
2009,94131,san francisco,san francisco,242105.7969,298356.4063
2010,94131,san francisco,san francisco,51138.30078,349494.6875
2011,94131,san francisco,san francisco,107841.6016,457336.3125
2012,94131,san francisco,san francisco,72450.70313,529787
2007,94132,san francisco,san francisco,2516.800049,2516.800049
2008,94132,san francisco,san francisco,5739.200195,8256
2009,94132,san francisco,san francisco,27676.30078,35932.30078
2010,94132,san francisco,san francisco,17860.19922,53792.5
2011,94132,san francisco,san francisco,19058.69922,72851.20313
2012,94132,san francisco,san francisco,33442.89844,106294.1016
2008,94133,san francisco,san francisco,2335.300049,2335.300049
2009,94133,san francisco,san francisco,27546.40039,29881.70117
2010,94133,san francisco,san francisco,5958,35839.69922
2011,94133,san francisco,san francisco,20974.80078,56814.5
2012,94133,san francisco,san francisco,60610.39844,117424.8984
2007,94134,san francisco,san francisco,3572,3572
2008,94134,san francisco,san francisco,5448.400391,9020.400391
2009,94134,san francisco,san francisco,12219.7002,21240.10156
2010,94134,san francisco,san francisco,29153.40039,50393.5
2011,94134,san francisco,san francisco,52892.30078,103285.8047
2012,94134,san francisco,san francisco,63643.80078,166929.6094
2010,94139,san francisco,san francisco,6986,6986
2007,94303,palo alto,santa clara,3718,3718
2008,94303,palo alto,santa clara,14066.7998,17784.80078
2009,94303,palo alto,santa clara,3839.399902,21624.19922
2010,94303,palo alto,santa clara,1740,23364.19922
2011,94303,palo alto,santa clara,29977.19922,53341.39844
2012,94303,palo alto,santa clara,25226.30078,78567.70313
2010,94304,palo alto,santa clara,15592.5,15592.5
2007,94305,stanford,santa clara,44318.69922,44318.69922
2008,94305,stanford,santa clara,122486,166804.7031
2009,94305,stanford,santa clara,8610,175414.7031
2010,94305,stanford,santa clara,11909.40039,187324.0938
2011,94305,stanford,santa clara,13069.59961,200393.7031
2012,94305,stanford,santa clara,11145.80078,211539.5
2007,94401,san mateo,san mateo,1258.400024,1258.400024
2008,94401,san mateo,san mateo,8151.799805,9410.200195
2009,94401,san mateo,san mateo,13808,23218.19922
2010,94401,san mateo,san mateo,15952.7002,39170.89844
2011,94401,san mateo,san mateo,5639,44809.89844
2012,94401,san mateo,san mateo,111681,156490.9063
2007,94402,san mateo,san mateo,27319.90039,27319.90039
2008,94402,san mateo,san mateo,25169.59961,52489.5
2009,94402,san mateo,san mateo,57405.19922,109894.7031
2010,94402,san mateo,san mateo,58774.69922,168669.4063
2011,94402,san mateo,san mateo,67630.89844,236300.2969
2012,94402,san mateo,san mateo,66638.79688,302939.0938
2007,94403,san mateo,san mateo,22797.09961,22797.09961
2008,94403,san mateo,san mateo,72237.70313,95034.80469
2009,94403,san mateo,san mateo,35444.80078,130479.6016
2010,94403,san mateo,san mateo,9163.400391,139643
2011,94403,san mateo,san mateo,70091.70313,209734.7031
2012,94403,san mateo,san mateo,114250.8984,323985.5938
2007,94404,foster city,san mateo,12309,12309
2008,94404,foster city,san mateo,26784.19922,39093.19922
2009,94404,foster city,san mateo,28857.19922,67950.39844
2010,94404,foster city,san mateo,19881.90039,87832.29688
2011,94404,foster city,san mateo,48599.80078,136432.0938
2012,94404,foster city,san mateo,56008.30078,192440.4063
2010,94422,san mateo,san mateo,2778,2778
2008,94503,american canyon,napa,3598.899902,3598.899902
2009,94503,american canyon,napa,16343.7998,19942.69922
2010,94503,american canyon,napa,45067.60156,65010.30078
2011,94503,american canyon,napa,33489.5,98499.80469
2012,94503,american canyon,napa,40341.60156,138841.4063
2009,94505,discovery bay,contra costa,48528.19922,48528.19922
2010,94505,discovery bay,contra costa,144281.2969,192809.5
2011,94505,discovery bay,contra costa,191288.9063,384098.4063
2012,94505,discovery bay,contra costa,247145.5,631243.875
2007,94506,danville,contra costa,32876.89844,32876.89844
2008,94506,danville,contra costa,36369.89844,69246.79688
2009,94506,danville,contra costa,227090.0938,296336.875
2010,94506,danville,contra costa,158321.2031,454658.0938
2011,94506,danville,contra costa,149780.0938,604438.1875
2012,94506,danville,contra costa,286193,890631.1875
2007,94507,alamo,contra costa,66065.30469,66065.30469
2008,94507,alamo,contra costa,120624.6016,186689.9063
2009,94507,alamo,contra costa,272098,458787.9063
2010,94507,alamo,contra costa,274401.9063,733189.8125
2011,94507,alamo,contra costa,256149.7031,989339.5
2012,94507,alamo,contra costa,375152.5938,1364492.125
2007,94508,angwin,napa,5943.300293,5943.300293
2008,94508,angwin,napa,38511.60156,44454.90234
2009,94508,angwin,napa,23561.80078,68016.70313
2010,94508,angwin,napa,73790,141806.7031
2011,94508,angwin,napa,20235.19922,162041.9063
2012,94508,angwin,napa,18393.89844,180435.7969
2007,94509,antioch,contra costa,20894.20117,20894.20117
2008,94509,antioch,contra costa,26757,47651.20313
2009,94509,antioch,contra costa,41047.39844,88698.60156
2010,94509,antioch,contra costa,28935.40039,117634
2011,94509,antioch,contra costa,133847.7969,251481.7969
2012,94509,antioch,contra costa,203899.2969,455381.0938
2007,94510,benicia,solano,17291.19922,17291.19922
2008,94510,benicia,solano,33672.39844,50963.59766
2009,94510,benicia,solano,33387,84350.59375
2010,94510,benicia,solano,29370.40039,113721
2011,94510,benicia,solano,111285.6016,225006.5938
2012,94510,benicia,solano,115249.8984,340256.5
2009,94511,bethel island,contra costa,4100,4100
2010,94511,bethel island,,,4100
2011,94511,bethel island,contra costa,6564,10664
2012,94511,bethel island,contra costa,15593.59961,26257.59961
2009,94512,birds landing,solano,4164.300293,4164.300293
2007,94513,brentwood,contra costa,51617.90234,51617.90234
2008,94513,brentwood,contra costa,83840.70313,135458.6094
2009,94513,brentwood,contra costa,169542.2969,305000.9063
2010,94513,brentwood,contra costa,284757,589757.875
2011,94513,brentwood,contra costa,433498.5,1023256.375
2012,94513,brentwood,contra costa,581970.6875,1605227.125
2007,94514,byron,contra costa,3376,3376
2008,94514,byron,contra costa,28353.40039,31729.40039
2009,94514,byron,contra costa,43390.80078,75120.20313
2010,94514,byron,contra costa,14310.59961,89430.79688
2011,94514,byron,contra costa,8188.399902,97619.20313
2012,94514,byron,contra costa,70459.29688,168078.5
2008,94515,calistoga,napa,122323.8047,122323.8047
2009,94515,calistoga,napa,80827.70313,203151.5
2010,94515,calistoga,napa,21922.80078,225074.3125
2011,94515,calistoga,napa,101686.2031,326760.5
2012,94515,calistoga,napa,69208.89844,395969.4063
2007,94517,clayton,contra costa,16469.40039,16469.40039
2008,94517,clayton,contra costa,26200,42669.39844
2009,94517,clayton,contra costa,58636,101305.3984
2010,94517,clayton,contra costa,90665.60156,191971
2011,94517,clayton,contra costa,258918,450889
2012,94517,clayton,contra costa,206261.5938,657150.625
2007,94518,concord,contra costa,31239.30078,31239.30078
2008,94518,concord,contra costa,14021.69922,45261
2009,94518,concord,contra costa,75809.10156,121070.1016
2010,94518,concord,contra costa,60980.60156,182050.7031
2011,94518,concord,contra costa,60009.19922,242059.9063
2012,94518,concord,contra costa,125703.8984,367763.8125
2007,94519,concord,contra costa,3470.400146,3470.400146
2008,94519,concord,contra costa,5242,8712.400391
2009,94519,concord,contra costa,15434,24146.40039
2010,94519,concord,contra costa,19128.19922,43274.59766
2011,94519,concord,contra costa,49692.5,92967.10156
2012,94519,concord,contra costa,46187.89844,139155
2007,94520,concord,contra costa,7308.799805,7308.799805
2008,94520,concord,contra costa,10150,17458.80078
2009,94520,concord,contra costa,6746.399902,24205.19922
2010,94520,concord,contra costa,14485,38690.19922
2011,94520,concord,contra costa,18524.79883,57215
2012,94520,concord,contra costa,60801.59766,118016.5938
2007,94521,concord,contra costa,22325,22325
2008,94521,concord,contra costa,23505.59961,45830.60156
2009,94521,concord,contra costa,47959.09766,93789.69531
2010,94521,concord,contra costa,121788.1016,215577.7969
2011,94521,concord,contra costa,133544.5,349122.3125
2012,94521,concord,contra costa,260898,610020.3125
2008,94522,petaluma,contra costa,1816.799927,1816.799927
2007,94523,pleasant hill,contra costa,55089.70313,55089.70313
2008,94523,pleasant hill,contra costa,70723.39844,125813.1016
2009,94523,pleasant hill,contra costa,30315,156128.0938
2010,94523,pleasant hill,contra costa,108122.1016,264250.1875
2011,94523,pleasant hill,contra costa,160188.9063,424439.125
2012,94523,pleasant hill,contra costa,149554.0938,573993.1875
2009,94525,crockett,contra costa,12891.7998,12891.7998
2010,94525,crockett,contra costa,2516.800049,15408.59961
2011,94525,crockett,contra costa,4128.700195,19537.30078
2012,94525,crockett,contra costa,11039.80078,30577.10156
2007,94526,danville,contra costa,32511.09961,32511.09961
2008,94526,danville,contra costa,143165.7031,175676.7969
2009,94526,danville,contra costa,211718.2031,387395
2010,94526,danville,contra costa,230315.9063,617710.9375
2011,94526,danville,contra costa,184005.9063,801716.8125
2012,94526,danville,contra costa,505238.6875,1306955.5
2008,94528,diablo,contra costa,31254.39844,31254.39844
2009,94528,diablo,contra costa,83289,114543.3984
2010,94528,diablo,contra costa,9442.900391,123986.2969
2011,94528,diablo,contra costa,11712.59961,135698.9063
2012,94528,diablo,contra costa,19644.19922,155343.0938
2007,94530,el cerrito,contra costa,12214.7998,12214.7998
2008,94530,el cerrito,contra costa,42065.80078,54280.60156
2009,94530,el cerrito,contra costa,48823,103103.6016
2010,94530,el cerrito,contra costa,48042,151145.5938
2011,94530,el cerrito,contra costa,87250.70313,238396.2969
2012,94530,el cerrito,contra costa,103509.5,341905.8125
2007,94531,antioch,contra costa,13277.2998,13277.2998
2008,94531,antioch,contra costa,34697.69922,47975
2009,94531,antioch,contra costa,56159.30078,104134.2969
2010,94531,antioch,contra costa,61545.5,165679.7969
2011,94531,antioch,contra costa,150663.2031,316343
2012,94531,antioch,contra costa,215635.0938,531978.125
2007,94533,fairfield,solano,22580.20117,22580.20117
2008,94533,fairfield,solano,12159,34739.20313
2009,94533,fairfield,solano,53107.89844,87847.10156
2010,94533,fairfield,solano,42845.30078,130692.3984
2011,94533,fairfield,solano,65477.39844,196169.7969
2012,94533,fairfield,solano,103416.6016,299586.4063
2007,94534,fairfield,solano,11673,11673
2008,94534,fairfield,solano,41775.80078,53448.80078
2009,94534,fairfield,solano,40761.80078,94210.60156
2010,94534,fairfield,solano,166579,260789.5938
2011,94534,fairfield,solano,128289.1016,389078.6875
2012,94534,fairfield,solano,151395.9063,540474.625
2007,94536,fremont,alameda,18376.19922,18376.19922
2008,94536,fremont,alameda,44957.30078,63333.5
2009,94536,fremont,alameda,95239.5,158573
2010,94536,fremont,alameda,115243.6016,273816.5938
2011,94536,fremont,alameda,144210.4063,418027
2012,94536,fremont,alameda,152875.4063,570902.4375
2007,94538,fremont,alameda,5477,5477
2008,94538,fremont,alameda,18733.40039,24210.40039
2009,94538,fremont,alameda,21022.80078,45233.20313
2010,94538,fremont,alameda,12686.09961,57919.30078
2011,94538,fremont,alameda,104165.3984,162084.7031
2012,94538,fremont,alameda,64357.79688,226442.5
2007,94539,fremont,alameda,37727.19922,37727.19922
2008,94539,fremont,alameda,101790,139517.2031
2009,94539,fremont,alameda,230345.2031,369862.4063
2010,94539,fremont,alameda,141094.2969,510956.6875
2011,94539,fremont,alameda,289412.1875,800368.875
2012,94539,fremont,alameda,273282.5,1073651.375
2008,94540,hayward,alameda,3376,3376
2009,94540,hayward,alameda,8922.200195,12298.2002
2007,94541,hayward,alameda,5908.799805,5908.799805
2008,94541,hayward,alameda,14453.7998,20362.59961
2009,94541,hayward,alameda,32212.39844,52575
2010,94541,hayward,alameda,30333.5,82908.5
2011,94541,hayward,alameda,132373.1094,215281.6094
2012,94541,hayward,alameda,34009.5,249291.1094
2007,94542,hayward,alameda,7155,7155
2008,94542,hayward,alameda,35690.30078,42845.30078
2009,94542,hayward,alameda,33919.19922,76764.5
2010,94542,hayward,alameda,29961.59961,106726.1016
2011,94542,hayward,alameda,108702.2031,215428.2969
2012,94542,hayward,alameda,65149.80078,280578.0938
2010,94543,hayward,alameda,5486,5486
2007,94544,hayward,alameda,4486.700195,4486.700195
2008,94544,hayward,alameda,38969,43455.69922
2009,94544,hayward,alameda,7518.600586,50974.30078
2010,94544,hayward,alameda,70240.20313,121214.5
2011,94544,hayward,alameda,49330.80078,170545.3125
2012,94544,hayward,alameda,49314.89844,219860.2031
2009,94545,hayward,alameda,5535,5535
2010,94545,hayward,alameda,11937,17472
2011,94545,hayward,alameda,58662.5,76134.5
2012,94545,hayward,alameda,22510.30078,98644.79688
