year,zipcode,city,county,installation_zip,trend
2007,94620,piedmont,alameda,5351.399902,5351.399902
2008,94620,piedmont,,,5351.399902
2009,94620,piedmont,,,5351.399902
2010,94620,piedmont,,,5351.399902
2011,94620,piedmont,,,5351.399902
2012,94620,piedmont,,,5351.399902
2007,90001,los angeles,,,0
2008,90001,los angeles,,,0
2009,90001,los angeles,,,0
2010,90001,los angeles,los angeles,1987.699951,1987.699951
2011,90001,los angeles,,,1987.699951
2012,90001,los angeles,,,1987.699951
2007,90002,los angeles,,,0
2008,90002,los angeles,,,0
2009,90002,los angeles,los angeles,7616,7616
2010,90002,los angeles,,,7616
2011,90002,los angeles,,,7616
2012,90002,los angeles,,,7616
2007,90008,los angeles,,,0
2008,90008,los angeles,,,0
2009,90008,los angeles,,,0
2010,90008,los angeles,,,0
2011,90008,los angeles,los angeles,6330,6330
2012,90008,los angeles,los angeles,3563.199951,9893.200195
2007,90022,los angeles,,,0
2008,90022,los angeles,los angeles,32713.59961,32713.59961
2009,90022,los angeles,los angeles,20090,52803.60156
2010,90022,los angeles,los angeles,4020.700195,56824.30078
2011,90022,los angeles,los angeles,1640,58464.30078
2012,90022,los angeles,los angeles,40273.59766,98737.89844
2007,90023,los angeles,,,0
2008,90023,los angeles,los angeles,7807.399902,7807.399902
2009,90023,los angeles,,,7807.399902
2010,90023,los angeles,los angeles,1123.5,8930.900391
2011,90023,los angeles,,,8930.900391
2012,90023,los angeles,,,8930.900391
2007,90038,los angeles,,,0
2008,90038,los angeles,los angeles,2450,2450
2009,90038,los angeles,los angeles county,,2450
2010,90038,los angeles,,,2450
2011,90038,los angeles,,,2450
2012,90038,los angeles,los angeles,6039.600098,8489.599609
2007,90040,los angeles,,,0
2008,90040,los angeles,,,0
2009,90040,los angeles,,,0
2010,90040,los angeles,,,0
2011,90040,los angeles,los angeles,3577.200195,3577.200195
2012,90040,los angeles,,,3577.200195
2007,90043,los angeles,los angeles,7932,7932
2008,90043,los angeles,,,7932
2009,90043,los angeles,los angeles,5913.600098,13845.59961
2010,90043,los angeles,los angeles,5797,19642.59961
2011,90043,los angeles,los angeles,5793,25435.59961
2012,90043,los angeles,los angeles,31900.59961,57336.19922
2008,90046,los angeles,los angeles,3870.300049,3870.300049
2009,90046,los angeles,los angeles,2095.200195,5965.5
2010,90046,los angeles,,,5965.5
2011,90046,los angeles,los angeles,4590.899902,10556.40039
2012,90046,los angeles,los angeles,3500.800049,14057.2002
2009,90047,los angeles,los angeles,1435,1435
2010,90047,los angeles,,,1435
2011,90047,los angeles,,,1435
2012,90047,los angeles,los angeles,12722,14157
2010,90048,los angeles,los angeles,4012.799805,4012.799805
2011,90048,los angeles,,,4012.799805
2012,90048,los angeles,los angeles,4136.399902,8149.199707
2011,90049,brentwood,los angeles,16559.40039,16559.40039
2008,90056,los angeles,los angeles,7673.400391,7673.400391
2009,90056,los angeles,los angeles,10315.7998,17989.19922
2010,90056,los angeles,los angeles,16479.59961,34468.80078
2011,90056,los angeles,los angeles,41762,76230.79688
2012,90056,los angeles,los angeles,79370.60156,155601.4063
2010,90061,los angeles,los angeles,2077.899902,2077.899902
2008,90063,los angeles,los angeles,7682.799805,7682.799805
2009,90063,los angeles,,,7682.799805
2010,90063,los angeles,los angeles,5223.599609,12906.39941
2011,90063,los angeles,los angeles,9515.600586,22422
2012,90063,los angeles,los angeles,5235.899902,27657.90039
2008,90066,los angeles,los angeles,2788.5,2788.5
2009,90066,los angeles,los angeles,3821.400146,6609.900391
2010,90066,los angeles,los angeles,10674.7998,17284.69922
2011,90066,los angeles,los angeles,2710.400146,19995.09961
2012,90066,los angeles,los angeles,5542.799805,25537.90039
2008,90069,west hollywood,los angeles,7372,7372
2009,90069,west hollywood,,,7372
2010,90069,west hollywood,los angeles,6975.299805,14347.2998
2011,90069,west hollywood,los angeles,4175.600098,18522.90039
2010,90201,bell,los angeles,9966.599609,9966.599609
2011,90201,bell,los angeles,4686,14652.59961
2007,90209,beverly hills,,0,0
2008,90209,beverly hills,los angeles,20899.80078,20899.80078
2007,90210,beverly hills,los angeles,14649.59961,14649.59961
2008,90210,beverly hills,los angeles,57574.19922,72223.79688
2009,90210,beverly hills,los angeles,120016,192239.7969
2010,90210,beverly hills,los angeles,90544.39844,282784.1875
2011,90210,beverly hills,los angeles,50794.60156,333578.8125
2012,90210,beverly hills,los angeles,107611.8047,441190.5938
2010,90211,beverly hills,los angeles,15172.59961,15172.59961
2011,90211,beverly hills,los angeles,4758.600098,19931.19922
2012,90211,beverly hills,los angeles,22324.40039,42255.60156
2007,90212,beverly hills,los angeles,5713.199707,5713.199707
2008,90212,beverly hills,los angeles,6326.800293,12040
2009,90212,beverly hills,los angeles,12317.40039,24357.40039
2010,90212,beverly hills,los angeles,26136.39844,50493.79688
2011,90212,beverly hills,los angeles,25805.09961,76298.89844
2012,90212,beverly hills,los angeles,18657.59961,94956.5
2007,90213,beverly hills,los angeles,9372,9372
2011,90220,compton,los angeles,3678.399902,3678.399902
2012,90220,compton,los angeles,3255,6933.399902
2012,90221,compton,los angeles,3499.199951,3499.199951
2010,90222,compton,los angeles,1614.400024,1614.400024
2011,90222,compton,los angeles,73072.40625,74686.80469
2007,90230,culver city,los angeles,11942,11942
2008,90230,culver city,los angeles,22247.09961,34189.10156
2009,90230,culver city,los angeles,41000.5,75189.60156
2010,90230,culver city,los angeles,36805.39844,111995
2011,90230,culver city,los angeles,61463.5,173458.5
2012,90230,culver city,los angeles,65588.39844,239046.8906
2007,90232,culver city,los angeles,3758.400146,3758.400146
2008,90232,culver city,los angeles,11278.2002,15036.60059
2009,90232,culver city,los angeles,32012.59961,47049.19922
2010,90232,culver city,los angeles,32996,80045.20313
2011,90232,culver city,los angeles,47719.80078,127765
2012,90232,culver city,los angeles,61243.19922,189008.2031
2009,90233,culver city,los angeles,4041.599854,4041.599854
2007,90240,downey,los angeles,7090.400391,7090.400391
2008,90240,downey,,,7090.400391
2009,90240,downey,los angeles,3569.400146,10659.80078
2010,90240,downey,los angeles,24188.30078,34848.10156
2011,90240,downey,los angeles,34512.5,69360.60156
2012,90240,downey,los angeles,90989.89844,160350.5
2009,90241,downey,los angeles,13575.5,13575.5
2010,90241,downey,los angeles,10694,24269.5
2011,90241,downey,los angeles,65854.39844,90123.89844
2012,90241,downey,los angeles,45331.19922,135455.0938
2007,90242,downey,los angeles,4713.600098,4713.600098
2008,90242,downey,los angeles,2161.200195,6874.800293
2009,90242,downey,los angeles,7000,13874.80078
2010,90242,downey,los angeles,14044.2002,27919
2011,90242,downey,los angeles,10076.40039,37995.40234
2012,90242,downey,los angeles,71838.79688,109834.1953
2008,90245,el segundo,los angeles,17966.80078,17966.80078
2009,90245,el segundo,los angeles,10869,28835.80078
2010,90245,el segundo,los angeles,29737,58572.80078
2011,90245,el segundo,los angeles,66442.39844,125015.2031
2012,90245,el segundo,los angeles,66949.39844,191964.5938
2007,90247,gardena,los angeles,3829.800049,3829.800049
2008,90247,gardena,los angeles,5435.099609,9264.899414
2009,90247,gardena,los angeles,5732.100098,14997
2010,90247,gardena,los angeles,11176.40039,26173.40039
2011,90247,gardena,los angeles,11756.7998,37930.19922
2012,90247,gardena,los angeles,2821,40751.19922
2010,90248,gardena,los angeles,4252.5,4252.5
2011,90248,gardena,,,4252.5
2012,90248,gardena,los angeles,4822.399902,9074.900391
2007,90249,gardena,los angeles,2555.199951,2555.199951
2008,90249,gardena,,,2555.199951
2009,90249,gardena,los angeles,1640,4195.200195
2010,90249,gardena,los angeles,3821.400146,8016.600098
2011,90249,gardena,los angeles,11589,19605.59961
2012,90249,gardena,los angeles,1266,20871.59961
2007,90250,hawthorne,los angeles,9675.299805,9675.299805
2008,90250,hawthorne,los angeles,4957.200195,14632.5
2009,90250,hawthorne,los angeles,17980.19922,32612.69922
2010,90250,hawthorne,los angeles,25731.69922,58344.39844
2011,90250,hawthorne,los angeles,41391.19922,99735.59375
2012,90250,hawthorne,los angeles,67631,167366.5938
2008,90254,hermosa beach,los angeles,33435.89844,33435.89844
2009,90254,hermosa beach,los angeles,42702.69922,76138.59375
2010,90254,hermosa beach,los angeles,59860.60156,135999.2031
2011,90254,hermosa beach,los angeles,55307.5,191306.7031
2012,90254,hermosa beach,los angeles,36314.80078,227621.5
2009,90255,huntington park,los angeles,2196,2196
2010,90255,huntington park,,,2196
2011,90255,huntington park,los angeles,3499.199951,5695.200195
2012,90255,huntington park,los angeles,10145.09961,15840.2998
2009,90260,lawndale,los angeles,4422,4422
2010,90260,lawndale,los angeles,9636,14058
2011,90260,lawndale,los angeles,5027.599609,19085.59961
2012,90260,lawndale,los angeles,9481.599609,28567.19922
2010,90262,lynwood,los angeles,2328.699951,2328.699951
2011,90262,lynwood,los angeles,2263.800049,4592.5
2012,90262,lynwood,los angeles,14600,19192.5
2008,90263,malibu,los angeles,27084,27084
2009,90263,malibu,,,27084
2010,90263,malibu,los angeles,20784.59961,47868.60156
2011,90263,malibu,los angeles,3193.600098,51062.19922
2012,90263,malibu,los angeles,3410,54472.19922
2009,90264,malibu,los angeles,7304,7304
2007,90265,malibu,los angeles,29877.30078,29877.30078
2008,90265,malibu,los angeles,93777,123654.2969
2009,90265,malibu,los angeles,222648.5,346302.8125
2010,90265,malibu,los angeles,236262.5,582565.3125
2011,90265,malibu,los angeles,262716.9063,845282.1875
2012,90265,malibu,los angeles,226658.2031,1071940.375
2007,90266,manhattan beach,los angeles,18670.30078,18670.30078
2008,90266,manhattan beach,los angeles,69687.10156,88357.40625
2009,90266,manhattan beach,los angeles,162004.7969,250362.2031
2010,90266,manhattan beach,los angeles,200975.2031,451337.4063
2011,90266,manhattan beach,los angeles,301513.6875,752851.0625
2012,90266,manhattan beach,los angeles,301894.5938,1054745.625
2007,90274,palos verdes peninsula,los angeles,9820,9820
2008,90274,palos verdes peninsula,los angeles,81520.79688,91340.79688
2009,90274,palos verdes peninsula,los angeles,120051.2031,211392
2010,90274,palos verdes peninsula,los angeles,168549.7031,379941.6875
2011,90274,palos verdes peninsula,los angeles,195673.5,575615.1875
2012,90274,palos verdes peninsula,los angeles,225329.7969,800945
2007,90275,rancho palos verdes,los angeles,25786.90039,25786.90039
2008,90275,rancho palos verdes,los angeles,88542.39844,114329.2969
2009,90275,rancho palos verdes,los angeles,221858.7031,336188
2010,90275,rancho palos verdes,los angeles,225332.7031,561520.6875
2011,90275,rancho palos verdes,los angeles,262277.5,823798.1875
2012,90275,rancho palos verdes,los angeles,283728.9063,1107527.125
2008,90277,redondo beach,los angeles,24924.59961,24924.59961
2009,90277,redondo beach,los angeles,43267,68191.60156
2010,90277,redondo beach,los angeles,47687.39844,115879
2011,90277,redondo beach,los angeles,51847.5,167726.5
2012,90277,redondo beach,los angeles,69740.20313,237466.7031
2007,90278,redondo beach,los angeles,3775.200195,3775.200195
2008,90278,redondo beach,los angeles,13696.19922,17471.39844
2009,90278,redondo beach,los angeles,32410.30078,49881.69922
2010,90278,redondo beach,los angeles,37581.39844,87463.10156
2011,90278,redondo beach,los angeles,79342.10156,166805.2031
2012,90278,redondo beach,los angeles,47307.39844,214112.5938
2008,90280,south gate,los angeles,3241.800049,3241.800049
2009,90280,south gate,los angeles,10561,13802.7998
2010,90280,south gate,los angeles,5639.200195,19442
2011,90280,south gate,,,19442
2012,90280,south gate,los angeles,7482.200195,26924.20117
2007,90290,topanga,los angeles,5270.399902,5270.399902
2008,90290,topanga,los angeles,19016.40039,24286.80078
2009,90290,topanga,los angeles,176186.2031,200473
2010,90290,topanga,los angeles,93345.10156,293818.0938
2011,90290,topanga,los angeles,40980,334798.0938
2012,90290,topanga,los angeles,133401.5,468199.5938
2009,90301,inglewood,los angeles,3046.399902,3046.399902
2010,90301,inglewood,los angeles,6205.200195,9251.599609
2011,90301,inglewood,los angeles,11377,20628.59961
2012,90301,inglewood,los angeles,10693.69922,31322.29883
2007,90302,inglewood,los angeles,4919.600098,4919.600098
2008,90302,inglewood,,,4919.600098
2009,90302,inglewood,los angeles,1807,6726.600098
2010,90302,inglewood,los angeles,1640,8366.599609
2011,90302,inglewood,los angeles,16824,25190.59961
2012,90302,inglewood,los angeles,8325.799805,33516.39844
2011,90303,inglewood,los angeles,12930.7002,12930.7002
2012,90303,inglewood,los angeles,7104.399902,20035.09961
2008,90304,inglewood,los angeles,1821.600098,1821.600098
2009,90304,inglewood,los angeles,2870,4691.600098
2010,90304,inglewood,,,4691.600098
2011,90304,inglewood,,,4691.600098
2012,90304,inglewood,los angeles,6220.799805,10912.40039
2010,90305,inglewood,los angeles,7752.599609,7752.599609
2011,90305,inglewood,los angeles,4815,12567.59961
2012,90305,inglewood,los angeles,15692.40039,28260
2007,90401,santa monica,los angeles,7149.200195,7149.200195
2008,90401,santa monica,los angeles,7379.399902,14528.59961
2009,90401,santa monica,los angeles,15339.10059,29867.70117
2010,90401,santa monica,los angeles,9898.299805,39766
2011,90401,santa monica,los angeles,8916.600586,48682.60156
2007,90402,santa monica,los angeles,6098.799805,6098.799805
2008,90402,santa monica,los angeles,83502.10156,89600.89844
2009,90402,santa monica,los angeles,110582.1016,200183
2010,90402,santa monica,los angeles,79658.39844,279841.4063
2011,90402,santa monica,los angeles,87644.5,367485.9063
2012,90402,santa monica,los angeles,95388.80469,462874.7188
2007,90403,santa monica,los angeles,7596,7596
2008,90403,santa monica,los angeles,24097.59961,31693.59961
2009,90403,santa monica,los angeles,32914.19922,64607.79688
2010,90403,santa monica,los angeles,34580,99187.79688
2011,90403,santa monica,los angeles,26967.89844,126155.6953
2012,90403,santa monica,los angeles,14713.7998,140869.5
2007,90404,santa monica,los angeles,1983,1983
2008,90404,santa monica,los angeles,12997.40039,14980.40039
2009,90404,santa monica,los angeles,3803.100098,18783.5
2010,90404,santa monica,los angeles,3396.800049,22180.30078
2011,90404,santa monica,los angeles,3993.799805,26174.09961
2012,90404,santa monica,los angeles,25966.80078,52140.90234
2007,90405,santa monica,los angeles,31549.30078,31549.30078
2008,90405,santa monica,los angeles,43451.5,75000.79688
2009,90405,santa monica,los angeles,96833.89844,171834.7031
2010,90405,santa monica,los angeles,51327.80078,223162.5
2011,90405,santa monica,los angeles,59943.39844,283105.9063
2012,90405,santa monica,los angeles,42740.80078,325846.6875
2008,90406,santa monica,los angeles,3690,3690
2007,90501,torrance,los angeles,4360.399902,4360.399902
2008,90501,torrance,,,4360.399902
2009,90501,torrance,los angeles,32164.20117,36524.60156
2010,90501,torrance,los angeles,25625.79883,62150.39844
2011,90501,torrance,los angeles,14844.39941,76994.79688
2012,90501,torrance,los angeles,33981.59766,110976.3984
2010,90502,torrance,los angeles,8474.600586,8474.600586
2011,90502,torrance,los angeles,3798,12272.60059
2012,90502,torrance,los angeles,4044.600098,16317.20117
2008,90503,torrance,los angeles,13784.59961,13784.59961
2009,90503,torrance,los angeles,20203.40039,33988
2010,90503,torrance,los angeles,8384.400391,42372.39844
2011,90503,torrance,los angeles,41586.39844,83958.79688
2012,90503,torrance,los angeles,34316.39844,118275.1953
2007,90504,torrance,los angeles,2651.400146,2651.400146
2008,90504,torrance,los angeles,3400.199951,6051.600098
2009,90504,torrance,los angeles,19723.40039,25775
2010,90504,torrance,los angeles,15510.7998,41285.80078
2011,90504,torrance,los angeles,44942,86227.79688
2012,90504,torrance,los angeles,45145.80078,131373.5938
2008,90505,torrance,los angeles,5774,5774
2009,90505,torrance,los angeles,30289.80078,36063.80078
2010,90505,torrance,los angeles,38969.19922,75033
2011,90505,torrance,los angeles,64461.80078,139494.7969
2012,90505,torrance,los angeles,81604.20313,221099
2007,90601,whittier,los angeles,9967.200195,9967.200195
2008,90601,whittier,los angeles,8152.799805,18120
2009,90601,whittier,los angeles,11298.7998,29418.80078
2010,90601,whittier,los angeles,8344.5,37763.30078
2011,90601,whittier,los angeles,58238.10156,96001.39844
2012,90601,whittier,los angeles,52722.89844,148724.2969
2007,90602,whittier,los angeles,5306.399902,5306.399902
2008,90602,whittier,los angeles,7312.5,12618.90039
2009,90602,whittier,los angeles,14714.2002,27333.09961
2010,90602,whittier,los angeles,8640.599609,35973.69922
2011,90602,whittier,los angeles,6180.199707,42153.89844
2012,90602,whittier,los angeles,18465.40039,60619.30078
2008,90603,whittier,los angeles,7740,7740
2009,90603,whittier,los angeles,54393.69922,62133.69922
2010,90603,whittier,los angeles,16305.7998,78439.5
2011,90603,whittier,los angeles,59994.89844,138434.3906
2012,90603,whittier,los angeles,69013.39844,207447.7969
2008,90604,whittier,los angeles,6045.200195,6045.200195
2009,90604,whittier,los angeles,22348.90039,28394.10156
2010,90604,whittier,los angeles,14751.40039,43145.5
2011,90604,whittier,los angeles,34123.39844,77268.89844
2012,90604,whittier,los angeles,73488.89844,150757.7969
2007,90605,whittier,los angeles,19846.60156,19846.60156
2008,90605,whittier,los angeles,8630.700195,28477.30078
2009,90605,whittier,los angeles,15063.40039,43540.70313
2010,90605,whittier,los angeles,18416.09961,61956.80078
2011,90605,whittier,los angeles,76470.89844,138427.7031
2012,90605,whittier,los angeles,63956.40234,202384.1094
2008,90606,whittier,los angeles,5259.600098,5259.600098
2009,90606,whittier,los angeles,1640,6899.600098
2010,90606,whittier,los angeles,6861,13760.59961
2011,90606,whittier,los angeles,7971.600098,21732.19922
2012,90606,whittier,los angeles,7802,29534.19922
2008,90620,buena park,orange,21447.80078,21447.80078
2009,90620,buena park,orange,44557,66004.79688
2010,90620,buena park,orange,71980.79688,137985.5938
2011,90620,buena park,orange,109505.7031,247491.2969
2012,90620,buena park,orange,105649.6016,353140.9063
2008,90621,buena park,orange,18075.30078,18075.30078
2009,90621,buena park,orange,8064.799805,26140.10156
2010,90621,buena park,orange,21980,48120.10156
2011,90621,buena park,orange,36168.19922,84288.29688
2012,90621,buena park,orange,82389.60156,166677.9063
2007,90623,la palma,orange,7924.899902,7924.899902
2008,90623,la palma,orange,4860.899902,12785.7998
2009,90623,la palma,orange,21893.80078,34679.60156
2010,90623,la palma,orange,29345.5,64025.10156
2011,90623,la palma,orange,49183.39844,113208.5
2012,90623,la palma,orange,74051.39844,187259.8906
2007,90630,cypress,orange,22947.79883,22947.79883
2008,90630,cypress,orange,37475.39844,60423.19531
2009,90630,cypress,orange,114007.1016,174430.2969
2010,90630,cypress,orange,122987,297417.3125
2011,90630,cypress,orange,140276.4063,437693.7188
2012,90630,cypress,orange,174570.7969,612264.5
2007,90631,la habra,orange,8514,8514
2008,90631,la habra,orange,43638.60156,52152.60156
2009,90631,la habra,orange,77458.70313,129611.3047
2010,90631,la habra,orange,122647,252258.3125
2011,90631,la habra,orange,171039,423297.3125
2012,90631,la habra,orange,219716.7031,643014
2010,90637,la mirada,los angeles,1826,1826
2008,90638,la mirada,los angeles,16490.90039,16490.90039
2009,90638,la mirada,los angeles,46585.69922,63076.60156
2010,90638,la mirada,los angeles,79257.20313,142333.7969
2011,90638,la mirada,los angeles,85526.29688,227860.0938
2012,90638,la mirada,los angeles,120591,348451.0938
2008,90640,montebello,los angeles,3851.100098,3851.100098
2009,90640,montebello,los angeles,9204,13055.09961
2010,90640,montebello,,,13055.09961
2011,90640,montebello,los angeles,17610.90039,30666
2012,90640,montebello,los angeles,25079.19922,55745.19922
2009,90650,norwalk,los angeles,11765,11765
2010,90650,norwalk,los angeles,17716.40039,29481.40039
2011,90650,norwalk,los angeles,14369.2998,43850.69922
2012,90650,norwalk,los angeles,59461.39844,103312.1016
2008,90657,newport beach,orange,4247.100098,4247.100098
2008,90660,pico rivera,los angeles,1879.200073,1879.200073
2009,90660,pico rivera,los angeles,2192.400146,4071.600098
2010,90660,pico rivera,los angeles,8465,12536.60059
2011,90660,pico rivera,los angeles,18379.80078,30916.40039
2012,90660,pico rivera,los angeles,47703.80078,78620.20313
2007,90670,santa fe springs,los angeles,2100,2100
2008,90670,santa fe springs,,,2100
2009,90670,santa fe springs,,,2100
2010,90670,santa fe springs,los angeles,5658,7758
2011,90670,santa fe springs,los angeles,2018,9776
2012,90670,santa fe springs,los angeles,5519.800293,15295.80078
2008,90680,stanton,orange,6345.600098,6345.600098
2009,90680,stanton,orange,10505.2002,16850.80078
2010,90680,stanton,,,16850.80078
2011,90680,stanton,orange,8807,25657.80078
2012,90680,stanton,orange,35831.39844,61489.19922
2009,90700,cerritos,los angeles,1845,1845
2010,90701,artesia,los angeles,7248,7248
2011,90701,artesia,los angeles,4030.399902,11278.40039
2012,90701,artesia,los angeles,35205.10156,46483.5
2007,90703,cerritos,los angeles,3832.799805,3832.799805
2008,90703,cerritos,los angeles,31443.40039,35276.19922
2009,90703,cerritos,los angeles,41773.10156,77049.30469
2010,90703,cerritos,los angeles,60585.69922,137635
2011,90703,cerritos,los angeles,109320,246955
2012,90703,cerritos,los angeles,164551.2031,411506.2188
2008,90704,avalon,los angeles,12676.40039,12676.40039
2009,90704,avalon,los angeles,11634,24310.40039
2008,90706,bellflower,los angeles,9762.799805,9762.799805
2009,90706,bellflower,los angeles,38721.60156,48484.40234
2010,90706,bellflower,los angeles,19875,68359.39844
2011,90706,bellflower,los angeles,5019.600098,73379
2012,90706,bellflower,los angeles,34847.80078,108226.8047
2010,90710,harbor city,los angeles,7580,7580
2011,90710,harbor city,,,7580
2012,90710,harbor city,los angeles,17480.19922,25060.19922
2008,90711,lakewood,los angeles,3657.599854,3657.599854
2008,90712,lakewood,los angeles,12447.2002,12447.2002
2009,90712,lakewood,los angeles,9755.299805,22202.5
2010,90712,lakewood,los angeles,65059.40234,87261.90625
2011,90712,lakewood,los angeles,40145.39844,127407.2969
2012,90712,lakewood,los angeles,88541.89844,215949.2031
2007,90713,lakewood,los angeles,2653.199951,2653.199951
2008,90713,lakewood,los angeles,3555.200195,6208.400391
2009,90713,lakewood,los angeles,23494.69922,29703.09961
2010,90713,lakewood,los angeles,39767.5,69470.60156
2011,90713,lakewood,los angeles,36172.69922,105643.2969
2012,90713,lakewood,los angeles,94941.20313,200584.5
2008,90715,lakewood,los angeles,7963.399902,7963.399902
2009,90715,lakewood,los angeles,15502.7998,23466.19922
2010,90715,lakewood,los angeles,9001.599609,32467.79883
2011,90715,lakewood,los angeles,5328,37795.80078
2012,90715,lakewood,los angeles,23118.19922,60914
2011,90716,hawaiian gardens,los angeles,4240,4240
2007,90717,lomita,los angeles,3654.399902,3654.399902
2008,90717,lomita,los angeles,30788.59961,34443
2009,90717,lomita,los angeles,18401,52844
2010,90717,lomita,los angeles,23940.59961,76784.60156
2011,90717,lomita,los angeles,27984.59961,104769.1953
2012,90717,lomita,los angeles,37062.5,141831.7031
2007,90720,los alamitos,orange,1976.399902,1976.399902
2008,90720,los alamitos,orange,44033.19922,46009.59766
2009,90720,los alamitos,orange,105621.7031,151631.2969
2010,90720,los alamitos,orange,107721.6016,259352.9063
2011,90720,los alamitos,orange,198412.7969,457765.6875
2012,90720,los alamitos,orange,183342.8906,641108.5625
2009,90723,paramount,los angeles,1890,1890
2010,90723,paramount,los angeles,1987.699951,3877.699951
2011,90723,paramount,los angeles,2323.200195,6200.900391
2012,90723,paramount,los angeles,11092.09961,17293
2012,90731,san pedro,los angeles,4276.799805,4276.799805
2008,90740,seal beach,orange,30086.70117,30086.70117
2009,90740,seal beach,orange,54061.69922,84148.39844
2010,90740,seal beach,orange,82314.60156,166463
2011,90740,seal beach,orange,73354.20313,239817.2031
2012,90740,seal beach,orange,46266.39844,286083.5938
2008,90742,sunset beach,orange,4246,4246
2009,90742,sunset beach,orange,5732.100098,9978.099609
2009,90743,surfside,orange,5069.399902,5069.399902
2010,90743,surfside,orange,3769.199951,8838.599609
2007,90745,carson,los angeles,7665.599609,7665.599609
2008,90745,carson,los angeles,6917.399902,14583
2009,90745,carson,los angeles,6427,21010
2010,90745,carson,los angeles,2870,23880
2011,90745,carson,los angeles,23540,47420
2012,90745,carson,los angeles,14566,61986
2009,90746,carson,los angeles,5223,5223
2010,90746,carson,los angeles,11536,16759
2011,90746,carson,los angeles,9486.400391,26245.40039
2012,90746,carson,los angeles,11393.19922,37638.60156
2009,90755,signal hill,los angeles,5877,5877
2010,90755,signal hill,los angeles,7582.400391,13459.40039
2011,90755,signal hill,los angeles,40080.40234,53539.80469
2012,90755,signal hill,los angeles,13096.40039,66636.20313
2009,90801,long beach,los angeles,2357.599854,2357.599854
2008,90802,long beach,los angeles,5637.600098,5637.600098
2009,90802,long beach,,,5637.600098
2010,90802,long beach,,,5637.600098
2011,90802,long beach,los angeles,1768.799927,7406.399902
2012,90802,long beach,los angeles,4340,11746.40039
2007,90803,long beach,los angeles,5504.400391,5504.400391
2008,90803,long beach,los angeles,50209.10156,55713.5
2009,90803,long beach,los angeles,75182.5,130896
2010,90803,long beach,los angeles,44174.60156,175070.6094
2011,90803,long beach,los angeles,105487.3984,280558
2012,90803,long beach,los angeles,91337,371895
2008,90804,long beach,los angeles,12276,12276
2009,90804,long beach,los angeles,2963.800049,15239.7998
2010,90804,long beach,los angeles,5222.799805,20462.59961
2011,90804,long beach,los angeles,14433.80078,34896.40234
2012,90804,long beach,los angeles,11054,45950.40234
2008,90805,long beach,los angeles,11048.7998,11048.7998
2009,90805,long beach,los angeles,5350.800293,16399.59961
2010,90805,long beach,los angeles,32530.69922,48930.30078
2011,90805,long beach,los angeles,13264.2002,62194.5
2012,90805,long beach,los angeles,211546.1094,273740.5938
2007,90806,long beach,los angeles,2683.800049,2683.800049
2008,90806,long beach,los angeles,3150,5833.799805
2009,90806,long beach,,,5833.799805
2010,90806,long beach,los angeles,7995,13828.7998
2011,90806,long beach,los angeles,19264.59961,33093.39844
2012,90806,long beach,los angeles,10006.40039,43099.80078
2007,90807,long beach,los angeles,7092,7092
2008,90807,long beach,los angeles,72718.5,79810.5
2009,90807,long beach,los angeles,57495.80078,137306.2969
2010,90807,long beach,los angeles,98481.70313,235788
2011,90807,long beach,los angeles,50073.69922,285861.6875
2012,90807,long beach,los angeles,112075.3984,397937.0938
2007,90808,long beach,los angeles,14446.5,14446.5
2008,90808,long beach,los angeles,55164.39844,69610.89844
2009,90808,long beach,los angeles,71965.10156,141576
2010,90808,long beach,los angeles,97995.60156,239571.5938
2011,90808,long beach,los angeles,82001.39844,321573
2012,90808,long beach,los angeles,271277.3125,592850.3125
2008,90810,long beach,los angeles,2625,2625
2009,90810,long beach,,,2625
2010,90810,long beach,los angeles,1640,4265
2011,90810,long beach,los angeles,3677.400146,7942.400391
2012,90810,long beach,los angeles,6325.900391,14268.30078
2008,90813,long beach,los angeles,2963.199951,2963.199951
2009,90813,long beach,los angeles,4100,7063.200195
2010,90813,long beach,,,7063.200195
2011,90813,long beach,,,7063.200195
2012,90813,long beach,los angeles,8094.399414,15157.59961
2007,90814,long beach,los angeles,5470.5,5470.5
2008,90814,long beach,los angeles,38989.60156,44460.10156
2009,90814,long beach,los angeles,21876.80078,66336.90625
2010,90814,long beach,los angeles,15804.2998,82141.20313
2011,90814,long beach,los angeles,41713.5,123854.7031
2012,90814,long beach,los angeles,60595.40234,184450.1094
2007,90815,long beach,los angeles,10165.5,10165.5
2008,90815,long beach,los angeles,84578.20313,94743.70313
2009,90815,long beach,los angeles,107462.6016,202206.3125
2010,90815,long beach,los angeles,127579.5,329785.8125
2011,90815,long beach,los angeles,120415.8984,450201.6875
2012,90815,long beach,los angeles,129598.3047,579800
2009,90914,long beach,los angeles,2258.399902,2258.399902
2007,91001,altadena,los angeles,32141,32141
2008,91001,altadena,los angeles,73878.5,106019.5
2009,91001,altadena,los angeles,90515.60156,196535.0938
2010,91001,altadena,los angeles,86477.79688,283012.9063
2011,91001,altadena,los angeles,107018.2031,390031.0938
2012,91001,altadena,los angeles,191065.2031,581096.3125
2007,91006,arcadia,los angeles,8808,8808
2008,91006,arcadia,los angeles,31304.80078,40112.80078
2009,91006,arcadia,los angeles,102698.7969,142811.5938
2010,91006,arcadia,los angeles,118013.7969,260825.3906
