GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Total,Margin of Error; Total
8600000US92509,92509,ZCTA5 92509,77798,2094
8600000US92518,92518,ZCTA5 92518,791,246
8600000US92530,92530,ZCTA5 92530,48418,1603
8600000US92532,92532,ZCTA5 92532,17262,1288
8600000US92536,92536,ZCTA5 92536,3829,874
8600000US92539,92539,ZCTA5 92539,4719,832
8600000US92543,92543,ZCTA5 92543,34674,1202
8600000US92544,92544,ZCTA5 92544,44885,1576
8600000US92545,92545,ZCTA5 92545,37241,1271
8600000US92548,92548,ZCTA5 92548,7130,908
8600000US92549,92549,ZCTA5 92549,2309,524
8600000US92551,92551,ZCTA5 92551,29973,1766
8600000US92553,92553,ZCTA5 92553,73633,1796
8600000US92555,92555,ZCTA5 92555,37745,1633
8600000US92557,92557,ZCTA5 92557,50049,1519
8600000US92561,92561,ZCTA5 92561,1553,405
8600000US92562,92562,ZCTA5 92562,58727,1523
8600000US92563,92563,ZCTA5 92563,52827,1665
8600000US92567,92567,ZCTA5 92567,7891,878
8600000US92570,92570,ZCTA5 92570,53510,1882
8600000US92571,92571,ZCTA5 92571,50051,1663
8600000US92582,92582,ZCTA5 92582,14568,993
8600000US92583,92583,ZCTA5 92583,29797,1284
8600000US92584,92584,ZCTA5 92584,42396,1266
8600000US92585,92585,ZCTA5 92585,17015,1264
8600000US92586,92586,ZCTA5 92586,19581,920
8600000US92587,92587,ZCTA5 92587,15832,685
8600000US92590,92590,ZCTA5 92590,3355,492
8600000US92591,92591,ZCTA5 92591,38325,1226
8600000US92592,92592,ZCTA5 92592,68889,1389
8600000US92595,92595,ZCTA5 92595,29855,442
8600000US92596,92596,ZCTA5 92596,24314,1549
8600000US92602,92602,ZCTA5 92602,21191,1090
8600000US92603,92603,ZCTA5 92603,18805,1113
8600000US92604,92604,ZCTA5 92604,26649,720
8600000US92606,92606,ZCTA5 92606,20760,757
8600000US92610,92610,ZCTA5 92610,11811,538
8600000US92612,92612,ZCTA5 92612,25363,1092
8600000US92614,92614,ZCTA5 92614,23585,800
8600000US92617,92617,ZCTA5 92617,16149,983
8600000US92618,92618,ZCTA5 92618,14899,737
8600000US92620,92620,ZCTA5 92620,37865,1528
8600000US92624,92624,ZCTA5 92624,7531,586
8600000US92625,92625,ZCTA5 92625,12759,846
8600000US92626,92626,ZCTA5 92626,50230,1146
8600000US92627,92627,ZCTA5 92627,60152,1156
8600000US92629,92629,ZCTA5 92629,25910,587
8600000US92630,92630,ZCTA5 92630,58156,735
8600000US92637,92637,ZCTA5 92637,16246,130
8600000US92646,92646,ZCTA5 92646,56179,1131
8600000US92647,92647,ZCTA5 92647,56112,1240
8600000US92648,92648,ZCTA5 92648,45000,1128
8600000US92649,92649,ZCTA5 92649,33130,1037
8600000US92651,92651,ZCTA5 92651,23679,283
8600000US92653,92653,ZCTA5 92653,29358,479
8600000US92655,92655,ZCTA5 92655,7716,949
8600000US92656,92656,ZCTA5 92656,48216,429
8600000US92657,92657,ZCTA5 92657,9710,644
8600000US92660,92660,ZCTA5 92660,33508,1156
8600000US92661,92661,ZCTA5 92661,4233,609
8600000US92662,92662,ZCTA5 92662,2761,327
8600000US92663,92663,ZCTA5 92663,21455,933
8600000US92672,92672,ZCTA5 92672,34210,924
8600000US92673,92673,ZCTA5 92673,27922,905
8600000US92675,92675,ZCTA5 92675,34524,103
8600000US92676,92676,ZCTA5 92676,2112,279
8600000US92677,92677,ZCTA5 92677,62855,113
8600000US92678,92678,ZCTA5 92678,591,284
8600000US92679,92679,ZCTA5 92679,32974,750
8600000US92683,92683,ZCTA5 92683,89522,98
8600000US92688,92688,ZCTA5 92688,43852,785
8600000US92691,92691,ZCTA5 92691,46753,894
8600000US92692,92692,ZCTA5 92692,47385,892
8600000US92694,92694,ZCTA5 92694,20510,877
8600000US92701,92701,ZCTA5 92701,54353,2224
8600000US92703,92703,ZCTA5 92703,67936,2861
8600000US92704,92704,ZCTA5 92704,87910,2454
8600000US92705,92705,ZCTA5 92705,43942,1441
8600000US92706,92706,ZCTA5 92706,36013,1829
8600000US92707,92707,ZCTA5 92707,59304,2118
8600000US92708,92708,ZCTA5 92708,55554,512
8600000US92780,92780,ZCTA5 92780,57542,992
8600000US92782,92782,ZCTA5 92782,21978,921
8600000US92801,92801,ZCTA5 92801,61500,1960
8600000US92802,92802,ZCTA5 92802,42797,1599
8600000US92804,92804,ZCTA5 92804,85386,1813
8600000US92805,92805,ZCTA5 92805,70267,2225
8600000US92806,92806,ZCTA5 92806,35983,1488
8600000US92807,92807,ZCTA5 92807,35999,1178
8600000US92808,92808,ZCTA5 92808,20738,759
8600000US92821,92821,ZCTA5 92821,35308,355
8600000US92823,92823,ZCTA5 92823,3327,358
8600000US92831,92831,ZCTA5 92831,33851,1093
8600000US92832,92832,ZCTA5 92832,24833,961
8600000US92833,92833,ZCTA5 92833,51958,1308
8600000US92835,92835,ZCTA5 92835,23107,999
8600000US92840,92840,ZCTA5 92840,52846,1397
8600000US92841,92841,ZCTA5 92841,32075,1497
8600000US92843,92843,ZCTA5 92843,44127,1560
8600000US92844,92844,ZCTA5 92844,25355,1373
8600000US92845,92845,ZCTA5 92845,16762,648
8600000US92860,92860,ZCTA5 92860,27256,133
8600000US92861,92861,ZCTA5 92861,5784,68
8600000US92865,92865,ZCTA5 92865,17923,930
8600000US92866,92866,ZCTA5 92866,15035,957
8600000US92867,92867,ZCTA5 92867,42702,1330
8600000US92868,92868,ZCTA5 92868,26192,1293
8600000US92869,92869,ZCTA5 92869,39963,1346
8600000US92870,92870,ZCTA5 92870,51648,376
8600000US92879,92879,ZCTA5 92879,45657,1337
8600000US92880,92880,ZCTA5 92880,61035,2452
8600000US92881,92881,ZCTA5 92881,30656,1070
8600000US92882,92882,ZCTA5 92882,67830,1973
8600000US92883,92883,ZCTA5 92883,29265,1201
8600000US92886,92886,ZCTA5 92886,45398,628
8600000US92887,92887,ZCTA5 92887,20102,628
8600000US93001,93001,ZCTA5 93001,32940,1013
8600000US93003,93003,ZCTA5 93003,50062,780
8600000US93004,93004,ZCTA5 93004,28485,868
8600000US93010,93010,ZCTA5 93010,42352,857
8600000US93012,93012,ZCTA5 93012,34263,894
8600000US93013,93013,ZCTA5 93013,15844,345
8600000US93015,93015,ZCTA5 93015,17571,719
8600000US93021,93021,ZCTA5 93021,35263,417
8600000US93022,93022,ZCTA5 93022,6146,557
8600000US93023,93023,ZCTA5 93023,20688,871
8600000US93030,93030,ZCTA5 93030,57414,1749
8600000US93033,93033,ZCTA5 93033,80209,1723
8600000US93035,93035,ZCTA5 93035,28146,1189
8600000US93036,93036,ZCTA5 93036,41567,1629
8600000US93040,93040,ZCTA5 93040,1548,286
8600000US93041,93041,ZCTA5 93041,24309,344
8600000US93042,93042,ZCTA5 93042,24,21
8600000US93043,93043,ZCTA5 93043,0,95
8600000US93060,93060,ZCTA5 93060,33103,563
8600000US93063,93063,ZCTA5 93063,54866,1384
8600000US93064,93064,ZCTA5 93064,0,95
8600000US93065,93065,ZCTA5 93065,71661,1252
8600000US93066,93066,ZCTA5 93066,3113,380
8600000US93067,93067,ZCTA5 93067,666,255
8600000US93101,93101,ZCTA5 93101,31543,1258
8600000US93103,93103,ZCTA5 93103,20724,1350
8600000US93105,93105,ZCTA5 93105,24511,1067
8600000US93108,93108,ZCTA5 93108,11735,729
8600000US93109,93109,ZCTA5 93109,10227,623
8600000US93110,93110,ZCTA5 93110,16801,884
8600000US93111,93111,ZCTA5 93111,17177,868
8600000US93117,93117,ZCTA5 93117,53028,1300
8600000US93201,93201,ZCTA5 93201,1093,257
8600000US93202,93202,ZCTA5 93202,3585,545
8600000US93203,93203,ZCTA5 93203,20554,497
8600000US93204,93204,ZCTA5 93204,15705,20
8600000US93205,93205,ZCTA5 93205,2050,448
8600000US93206,93206,ZCTA5 93206,2134,362
8600000US93207,93207,ZCTA5 93207,227,83
8600000US93208,93208,ZCTA5 93208,96,87
8600000US93210,93210,ZCTA5 93210,17756,518
8600000US93212,93212,ZCTA5 93212,25937,306
8600000US93215,93215,ZCTA5 93215,55398,583
8600000US93218,93218,ZCTA5 93218,850,207
8600000US93219,93219,ZCTA5 93219,8801,927
8600000US93220,93220,ZCTA5 93220,28,46
8600000US93221,93221,ZCTA5 93221,14519,457
8600000US93222,93222,ZCTA5 93222,1472,379
8600000US93223,93223,ZCTA5 93223,10579,212
8600000US93224,93224,ZCTA5 93224,503,131
8600000US93225,93225,ZCTA5 93225,4722,702
8600000US93226,93226,ZCTA5 93226,412,147
8600000US93230,93230,ZCTA5 93230,65664,847
8600000US93234,93234,ZCTA5 93234,7026,153
8600000US93235,93235,ZCTA5 93235,4614,700
8600000US93238,93238,ZCTA5 93238,1625,409
8600000US93239,93239,ZCTA5 93239,1502,372
8600000US93240,93240,ZCTA5 93240,5818,759
8600000US93241,93241,ZCTA5 93241,18119,1119
8600000US93242,93242,ZCTA5 93242,3243,435
8600000US93243,93243,ZCTA5 93243,1808,638
8600000US93244,93244,ZCTA5 93244,305,100
8600000US93245,93245,ZCTA5 93245,36606,797
8600000US93247,93247,ZCTA5 93247,18368,734
8600000US93249,93249,ZCTA5 93249,2465,384
8600000US93250,93250,ZCTA5 93250,13661,378
8600000US93251,93251,ZCTA5 93251,253,119
8600000US93252,93252,ZCTA5 93252,4028,622
8600000US93254,93254,ZCTA5 93254,629,168
8600000US93255,93255,ZCTA5 93255,338,143
8600000US93256,93256,ZCTA5 93256,5196,600
8600000US93257,93257,ZCTA5 93257,75451,1328
8600000US93258,93258,ZCTA5 93258,1455,371
8600000US93260,93260,ZCTA5 93260,137,63
8600000US93261,93261,ZCTA5 93261,2895,355
8600000US93262,93262,ZCTA5 93262,19,44
8600000US93263,93263,ZCTA5 93263,19130,447
8600000US93265,93265,ZCTA5 93265,3438,656
8600000US93266,93266,ZCTA5 93266,1655,582
8600000US93267,93267,ZCTA5 93267,6993,1237
8600000US93268,93268,ZCTA5 93268,16891,981
8600000US93270,93270,ZCTA5 93270,5649,506
8600000US93271,93271,ZCTA5 93271,2218,332
8600000US93272,93272,ZCTA5 93272,3202,377
8600000US93274,93274,ZCTA5 93274,68532,715
8600000US93276,93276,ZCTA5 93276,102,62
8600000US93277,93277,ZCTA5 93277,50853,1474
8600000US93280,93280,ZCTA5 93280,26732,260
8600000US93283,93283,ZCTA5 93283,1936,460
8600000US93285,93285,ZCTA5 93285,2446,654
8600000US93286,93286,ZCTA5 93286,9482,389
8600000US93287,93287,ZCTA5 93287,126,56
8600000US93291,93291,ZCTA5 93291,51573,1264
8600000US93292,93292,ZCTA5 93292,37371,1372
8600000US93301,93301,ZCTA5 93301,12138,910
8600000US93304,93304,ZCTA5 93304,50801,1756
8600000US93305,93305,ZCTA5 93305,36878,1645
8600000US93306,93306,ZCTA5 93306,65735,1600
8600000US93307,93307,ZCTA5 93307,79117,2365
8600000US93308,93308,ZCTA5 93308,52993,1822
8600000US93309,93309,ZCTA5 93309,58934,1542
8600000US93311,93311,ZCTA5 93311,39076,1500
8600000US93312,93312,ZCTA5 93312,53979,1472
8600000US93313,93313,ZCTA5 93313,42406,1603
8600000US93314,93314,ZCTA5 93314,21591,1077
8600000US93401,93401,ZCTA5 93401,27618,901
8600000US93402,93402,ZCTA5 93402,15014,750
8600000US93405,93405,ZCTA5 93405,33485,1136
8600000US93410,93410,ZCTA5 93410,0,95
8600000US93420,93420,ZCTA5 93420,29480,1068
8600000US93422,93422,ZCTA5 93422,30777,456
8600000US93424,93424,ZCTA5 93424,805,287
8600000US93426,93426,ZCTA5 93426,1086,242
8600000US93427,93427,ZCTA5 93427,5229,184
8600000US93428,93428,ZCTA5 93428,6499,485
8600000US93429,93429,ZCTA5 93429,224,263
8600000US93430,93430,ZCTA5 93430,3094,525
8600000US93432,93432,ZCTA5 93432,1050,388
8600000US93433,93433,ZCTA5 93433,13189,36
8600000US93434,93434,ZCTA5 93434,6914,25
8600000US93436,93436,ZCTA5 93436,54014,698
8600000US93437,93437,ZCTA5 93437,3886,716
8600000US93440,93440,ZCTA5 93440,1641,311
8600000US93441,93441,ZCTA5 93441,1174,200
8600000US93442,93442,ZCTA5 93442,10803,226
8600000US93444,93444,ZCTA5 93444,18948,883
8600000US93445,93445,ZCTA5 93445,7123,658
8600000US93446,93446,ZCTA5 93446,42527,1044
8600000US93449,93449,ZCTA5 93449,7753,37
8600000US93450,93450,ZCTA5 93450,722,229
8600000US93451,93451,ZCTA5 93451,4231,744
8600000US93452,93452,ZCTA5 93452,641,290
8600000US93453,93453,ZCTA5 93453,2998,652
8600000US93454,93454,ZCTA5 93454,34666,1027
8600000US93455,93455,ZCTA5 93455,40718,1110
8600000US93458,93458,ZCTA5 93458,55328,1202
8600000US93460,93460,ZCTA5 93460,5633,548
8600000US93461,93461,ZCTA5 93461,1397,361
8600000US93463,93463,ZCTA5 93463,7712,446
8600000US93465,93465,ZCTA5 93465,9962,894
8600000US93501,93501,ZCTA5 93501,5233,648
8600000US93505,93505,ZCTA5 93505,13658,49
8600000US93510,93510,ZCTA5 93510,7236,613
8600000US93512,93512,ZCTA5 93512,61,44
8600000US93513,93513,ZCTA5 93513,1430,188
8600000US93514,93514,ZCTA5 93514,14978,470
8600000US93516,93516,ZCTA5 93516,2355,247
8600000US93517,93517,ZCTA5 93517,516,324
8600000US93518,93518,ZCTA5 93518,1139,255
8600000US93519,93519,ZCTA5 93519,91,79
8600000US93522,93522,ZCTA5 93522,32,32
8600000US93523,93523,ZCTA5 93523,3021,538
8600000US93524,93524,ZCTA5 93524,793,856
8600000US93526,93526,ZCTA5 93526,591,109
8600000US93527,93527,ZCTA5 93527,2265,424
8600000US93528,93528,ZCTA5 93528,179,181
8600000US93529,93529,ZCTA5 93529,406,277
8600000US93530,93530,ZCTA5 93530,20,24
8600000US93531,93531,ZCTA5 93531,336,217
8600000US93532,93532,ZCTA5 93532,2800,373
8600000US93534,93534,ZCTA5 93534,37983,1304
8600000US93535,93535,ZCTA5 93535,70008,1714
8600000US93536,93536,ZCTA5 93536,69120,1784
8600000US93541,93541,ZCTA5 93541,554,297
8600000US93543,93543,ZCTA5 93543,12639,1094
8600000US93544,93544,ZCTA5 93544,1095,384
8600000US93545,93545,ZCTA5 93545,2155,313
8600000US93546,93546,ZCTA5 93546,9207,395
8600000US93549,93549,ZCTA5 93549,396,222
8600000US93550,93550,ZCTA5 93550,72388,1622
8600000US93551,93551,ZCTA5 93551,49896,1570
8600000US93552,93552,ZCTA5 93552,38178,1455
8600000US93553,93553,ZCTA5 93553,2130,488
8600000US93554,93554,ZCTA5 93554,26,33
8600000US93555,93555,ZCTA5 93555,31755,500
8600000US93558,93558,ZCTA5 93558,66,60
8600000US93560,93560,ZCTA5 93560,18639,1472
8600000US93561,93561,ZCTA5 93561,35542,1290
8600000US93562,93562,ZCTA5 93562,2047,417
8600000US93563,93563,ZCTA5 93563,353,93
8600000US93591,93591,ZCTA5 93591,6935,682
8600000US93592,93592,ZCTA5 93592,79,97
8600000US93601,93601,ZCTA5 93601,1741,478
8600000US93602,93602,ZCTA5 93602,4192,703
8600000US93603,93603,ZCTA5 93603,281,132
8600000US93604,93604,ZCTA5 93604,690,261
8600000US93605,93605,ZCTA5 93605,227,100
8600000US93606,93606,ZCTA5 93606,540,343
8600000US93608,93608,ZCTA5 93608,711,262
8600000US93609,93609,ZCTA5 93609,5837,817
8600000US93610,93610,ZCTA5 93610,24456,871
8600000US93611,93611,ZCTA5 93611,46034,1111
8600000US93612,93612,ZCTA5 93612,34055,1156
8600000US93614,93614,ZCTA5 93614,10786,1045
8600000US93615,93615,ZCTA5 93615,6182,604
8600000US93616,93616,ZCTA5 93616,3054,637
8600000US93618,93618,ZCTA5 93618,27670,745
8600000US93619,93619,ZCTA5 93619,28715,1201
8600000US93620,93620,ZCTA5 93620,9101,733
8600000US93621,93621,ZCTA5 93621,305,169
8600000US93622,93622,ZCTA5 93622,9261,409
8600000US93623,93623,ZCTA5 93623,53,63
8600000US93624,93624,ZCTA5 93624,1177,319
8600000US93625,93625,ZCTA5 93625,6715,382
8600000US93626,93626,ZCTA5 93626,730,274
8600000US93627,93627,ZCTA5 93627,0,95
8600000US93628,93628,ZCTA5 93628,472,226
8600000US93630,93630,ZCTA5 93630,17946,852
8600000US93631,93631,ZCTA5 93631,15789,768
8600000US93633,93633,ZCTA5 93633,49,60
8600000US93634,93634,ZCTA5 93634,55,38
8600000US93635,93635,ZCTA5 93635,38298,672
8600000US93636,93636,ZCTA5 93636,11850,723
8600000US93637,93637,ZCTA5 93637,39827,1520
8600000US93638,93638,ZCTA5 93638,46574,1596
8600000US93640,93640,ZCTA5 93640,11505,332
8600000US93641,93641,ZCTA5 93641,494,293
8600000US93643,93643,ZCTA5 93643,3244,539
8600000US93644,93644,ZCTA5 93644,8353,703
8600000US93645,93645,ZCTA5 93645,482,353
8600000US93646,93646,ZCTA5 93646,10627,659
8600000US93647,93647,ZCTA5 93647,12323,931
8600000US93648,93648,ZCTA5 93648,15068,233
8600000US93650,93650,ZCTA5 93650,4137,723
8600000US93651,93651,ZCTA5 93651,1561,436
8600000US93652,93652,ZCTA5 93652,373,154
8600000US93653,93653,ZCTA5 93653,1096,279
8600000US93654,93654,ZCTA5 93654,30658,1131
8600000US93656,93656,ZCTA5 93656,6994,578
8600000US93657,93657,ZCTA5 93657,35191,1070
8600000US93660,93660,ZCTA5 93660,4399,262
8600000US93662,93662,ZCTA5 93662,29711,852
8600000US93664,93664,ZCTA5 93664,662,206
8600000US93665,93665,ZCTA5 93665,559,363
8600000US93666,93666,ZCTA5 93666,266,121
8600000US93667,93667,ZCTA5 93667,2403,586
8600000US93668,93668,ZCTA5 93668,1668,404
8600000US93669,93669,ZCTA5 93669,193,151
8600000US93673,93673,ZCTA5 93673,1046,294
8600000US93675,93675,ZCTA5 93675,2563,536
8600000US93701,93701,ZCTA5 93701,11183,1002
8600000US93702,93702,ZCTA5 93702,48368,1692
8600000US93703,93703,ZCTA5 93703,32765,1840
8600000US93704,93704,ZCTA5 93704,26249,1423
8600000US93705,93705,ZCTA5 93705,37665,1570
8600000US93706,93706,ZCTA5 93706,39076,2138
8600000US93710,93710,ZCTA5 93710,31448,1339
8600000US93711,93711,ZCTA5 93711,39723,1575
8600000US93720,93720,ZCTA5 93720,46908,1550
8600000US93721,93721,ZCTA5 93721,7227,1028
8600000US93722,93722,ZCTA5 93722,76432,2275
8600000US93723,93723,ZCTA5 93723,9137,1041
8600000US93725,93725,ZCTA5 93725,24553,1385
8600000US93726,93726,ZCTA5 93726,40978,1562
8600000US93727,93727,ZCTA5 93727,67324,2333
8600000US93728,93728,ZCTA5 93728,15532,994
8600000US93730,93730,ZCTA5 93730,9391,645
8600000US93901,93901,ZCTA5 93901,26409,1075
8600000US93905,93905,ZCTA5 93905,59341,1497
8600000US93906,93906,ZCTA5 93906,59947,1479
8600000US93907,93907,ZCTA5 93907,22251,1336
8600000US93908,93908,ZCTA5 93908,12948,693
8600000US93920,93920,ZCTA5 93920,977,327
8600000US93921,93921,ZCTA5 93921,3118,175
8600000US93923,93923,ZCTA5 93923,13310,714
8600000US93924,93924,ZCTA5 93924,6070,515
8600000US93925,93925,ZCTA5 93925,1720,337
8600000US93926,93926,ZCTA5 93926,8149,57
8600000US93927,93927,ZCTA5 93927,16406,256
8600000US93928,93928,ZCTA5 93928,381,162
8600000US93930,93930,ZCTA5 93930,15936,607
8600000US93932,93932,ZCTA5 93932,452,140
8600000US93933,93933,ZCTA5 93933,22920,305
8600000US93940,93940,ZCTA5 93940,31668,338
8600000US93943,93943,ZCTA5 93943,62,67
8600000US93950,93950,ZCTA5 93950,14995,25
8600000US93953,93953,ZCTA5 93953,4312,488
8600000US93954,93954,ZCTA5 93954,291,129
8600000US93955,93955,ZCTA5 93955,33027,124
8600000US93960,93960,ZCTA5 93960,26631,333
8600000US93962,93962,ZCTA5 93962,803,324
8600000US94002,94002,ZCTA5 94002,25797,274
8600000US94005,94005,ZCTA5 94005,4179,23
8600000US94010,94010,ZCTA5 94010,40296,319
8600000US94014,94014,ZCTA5 94014,47087,1252
8600000US94015,94015,ZCTA5 94015,59825,1285
8600000US94019,94019,ZCTA5 94019,17984,881
8600000US94020,94020,ZCTA5 94020,1819,344
8600000US94021,94021,ZCTA5 94021,83,83
8600000US94022,94022,ZCTA5 94022,18850,467
8600000US94024,94024,ZCTA5 94024,22448,637
8600000US94025,94025,ZCTA5 94025,39790,609
8600000US94027,94027,ZCTA5 94027,7028,76
8600000US94028,94028,ZCTA5 94028,6740,383
8600000US94030,94030,ZCTA5 94030,21275,30
8600000US94037,94037,ZCTA5 94037,2739,447
8600000US94038,94038,ZCTA5 94038,2439,444
8600000US94040,94040,ZCTA5 94040,33366,836
8600000US94041,94041,ZCTA5 94041,12838,637
8600000US94043,94043,ZCTA5 94043,26940,720
8600000US94044,94044,ZCTA5 94044,37286,176
8600000US94060,94060,ZCTA5 94060,1671,449
8600000US94061,94061,ZCTA5 94061,35697,1026
8600000US94062,94062,ZCTA5 94062,26346,1087
8600000US94063,94063,ZCTA5 94063,30788,1438
8600000US94065,94065,ZCTA5 94065,10954,492
8600000US94066,94066,ZCTA5 94066,40974,199
8600000US94070,94070,ZCTA5 94070,29044,257
8600000US94074,94074,ZCTA5 94074,193,164
8600000US94080,94080,ZCTA5 94080,63275,291
8600000US94085,94085,ZCTA5 94085,22898,1033
8600000US94086,94086,ZCTA5 94086,43843,1176
8600000US94087,94087,ZCTA5 94087,52495,889
8600000US94089,94089,ZCTA5 94089,19994,762
8600000US94102,94102,ZCTA5 94102,24754,1050
8600000US94103,94103,ZCTA5 94103,23361,1378
8600000US94104,94104,ZCTA5 94104,286,151
8600000US94105,94105,ZCTA5 94105,4225,538
8600000US94107,94107,ZCTA5 94107,27185,1696
8600000US94108,94108,ZCTA5 94108,13851,827
8600000US94109,94109,ZCTA5 94109,53809,1471
8600000US94110,94110,ZCTA5 94110,70174,2025
8600000US94111,94111,ZCTA5 94111,3562,386
8600000US94112,94112,ZCTA5 94112,79915,2401
8600000US94114,94114,ZCTA5 94114,32175,986
8600000US94115,94115,ZCTA5 94115,32180,1315
8600000US94116,94116,ZCTA5 94116,43980,1642
8600000US94117,94117,ZCTA5 94117,41214,1343
8600000US94118,94118,ZCTA5 94118,38529,1640
8600000US94121,94121,ZCTA5 94121,44169,1379
8600000US94122,94122,ZCTA5 94122,56859,1453
8600000US94123,94123,ZCTA5 94123,22350,835
8600000US94124,94124,ZCTA5 94124,33558,1305
8600000US94127,94127,ZCTA5 94127,19300,1101
8600000US94128,94128,ZCTA5 94128,31,73
8600000US94129,94129,ZCTA5 94129,2690,369
8600000US94130,94130,ZCTA5 94130,2300,444
8600000US94131,94131,ZCTA5 94131,27718,1348
8600000US94132,94132,ZCTA5 94132,30306,1622
8600000US94133,94133,ZCTA5 94133,27357,1252
8600000US94134,94134,ZCTA5 94134,39032,1433
8600000US94158,94158,ZCTA5 94158,3144,432
8600000US94301,94301,ZCTA5 94301,16855,606
8600000US94303,94303,ZCTA5 94303,44714,529
8600000US94304,94304,ZCTA5 94304,3594,352
8600000US94305,94305,ZCTA5 94305,13397,918
8600000US94306,94306,ZCTA5 94306,26309,662
8600000US94401,94401,ZCTA5 94401,34845,1279
8600000US94402,94402,ZCTA5 94402,23408,944
8600000US94403,94403,ZCTA5 94403,39102,959
8600000US94404,94404,ZCTA5 94404,32986,251
8600000US94501,94501,ZCTA5 94501,60099,439
8600000US94502,94502,ZCTA5 94502,13140,439
8600000US94503,94503,ZCTA5 94503,18776,236
8600000US94505,94505,ZCTA5 94505,12560,998
8600000US94506,94506,ZCTA5 94506,21283,1003
8600000US94507,94507,ZCTA5 94507,15844,766
8600000US94508,94508,ZCTA5 94508,3607,413
8600000US94509,94509,ZCTA5 94509,61266,1304
8600000US94510,94510,ZCTA5 94510,27163,105
8600000US94511,94511,ZCTA5 94511,1882,306
8600000US94512,94512,ZCTA5 94512,300,192
8600000US94513,94513,ZCTA5 94513,51493,591
8600000US94514,94514,ZCTA5 94514,1393,508
8600000US94515,94515,ZCTA5 94515,6843,219
8600000US94516,94516,ZCTA5 94516,144,67
8600000US94517,94517,ZCTA5 94517,12542,494
8600000US94518,94518,ZCTA5 94518,26322,925
8600000US94519,94519,ZCTA5 94519,18937,829
8600000US94520,94520,ZCTA5 94520,36321,1349
8600000US94521,94521,ZCTA5 94521,41880,1077
8600000US94523,94523,ZCTA5 94523,33545,194
8600000US94525,94525,ZCTA5 94525,2946,396
8600000US94526,94526,ZCTA5 94526,31644,731
8600000US94528,94528,ZCTA5 94528,1043,484
8600000US94530,94530,ZCTA5 94530,23742,109
8600000US94531,94531,ZCTA5 94531,40115,1269
8600000US94533,94533,ZCTA5 94533,67287,1093
8600000US94534,94534,ZCTA5 94534,33850,1000
8600000US94535,94535,ZCTA5 94535,6549,665
8600000US94536,94536,ZCTA5 94536,66617,1597
8600000US94538,94538,ZCTA5 94538,60461,1522
8600000US94539,94539,ZCTA5 94539,51021,1191
8600000US94541,94541,ZCTA5 94541,59173,1941
8600000US94542,94542,ZCTA5 94542,12534,1065
8600000US94544,94544,ZCTA5 94544,74499,1693
8600000US94545,94545,ZCTA5 94545,28935,901
8600000US94546,94546,ZCTA5 94546,42100,1300
8600000US94547,94547,ZCTA5 94547,23573,219
8600000US94548,94548,ZCTA5 94548,396,192
8600000US94549,94549,ZCTA5 94549,26822,524
8600000US94550,94550,ZCTA5 94550,45154,1039
8600000US94551,94551,ZCTA5 94551,36815,914
8600000US94552,94552,ZCTA5 94552,14568,775
8600000US94553,94553,ZCTA5 94553,46823,1010
8600000US94555,94555,ZCTA5 94555,33656,1008
8600000US94556,94556,ZCTA5 94556,14342,332
8600000US94558,94558,ZCTA5 94558,65916,1347
8600000US94559,94559,ZCTA5 94559,27331,1225
8600000US94560,94560,ZCTA5 94560,42322,46
8600000US94561,94561,ZCTA5 94561,35383,321
8600000US94563,94563,ZCTA5 94563,17595,49
8600000US94564,94564,ZCTA5 94564,18470,33
8600000US94565,94565,ZCTA5 94565,84558,1081
8600000US94566,94566,ZCTA5 94566,40443,759
8600000US94567,94567,ZCTA5 94567,803,315
8600000US94568,94568,ZCTA5 94568,44101,99
8600000US94569,94569,ZCTA5 94569,274,225
8600000US94571,94571,ZCTA5 94571,7515,292
8600000US94572,94572,ZCTA5 94572,8847,531
8600000US94573,94573,ZCTA5 94573,100,88
8600000US94574,94574,ZCTA5 94574,9298,529
8600000US94575,94575,ZCTA5 94575,1770,322
8600000US94576,94576,ZCTA5 94576,89,91
8600000US94577,94577,ZCTA5 94577,44521,1234
8600000US94578,94578,ZCTA5 94578,37757,1741
8600000US94579,94579,ZCTA5 94579,20167,895
8600000US94580,94580,ZCTA5 94580,28430,1236
8600000US94582,94582,ZCTA5 94582,35156,723
8600000US94583,94583,ZCTA5 94583,35147,806
8600000US94585,94585,ZCTA5 94585,28859,236
8600000US94586,94586,ZCTA5 94586,785,149
8600000US94587,94587,ZCTA5 94587,68830,44
8600000US94588,94588,ZCTA5 94588,29918,719
8600000US94589,94589,ZCTA5 94589,30961,1161
8600000US94590,94590,ZCTA5 94590,34466,1167
8600000US94591,94591,ZCTA5 94591,53310,1365
8600000US94592,94592,ZCTA5 94592,493,198
8600000US94595,94595,ZCTA5 94595,16170,720
8600000US94596,94596,ZCTA5 94596,19869,824
8600000US94597,94597,ZCTA5 94597,20473,850
8600000US94598,94598,ZCTA5 94598,26180,813
8600000US94599,94599,ZCTA5 94599,3041,67
8600000US94601,94601,ZCTA5 94601,49479,2360
8600000US94602,94602,ZCTA5 94602,28827,1081
8600000US94603,94603,ZCTA5 94603,32716,1635
8600000US94605,94605,ZCTA5 94605,40356,1725
